text,label
rt usrId nepal slaughtered DD cows on 28 29 november 20D4 human casualties in nepal approx DD !! D cow s life D human being,__label__1
seventeen bodies found at everest base camp official says by reuters via nyt httpAddress,__label__1
#the latest on #nepal quake foreign tourists out in the cold httpAddress #gmt #military,__label__1
rt usrId nepal quake over 1 00 dead history razed everest shaken httpAddress via usrId httpAddress,__label__1
rt usrId usrId the news has just picked up 7.9 magnitude earthquake hit nepal killing DD people prophecy of more earthquak,__label__1
rt usrId nepal quake toll tops 5 00 as aid reaches epicenter area paslang nepal ap aid reached a httpAddress httpAddress,__label__1
omg !! video 4 month old baby rescued alive from debris in nepal click here gt ; gt ; httpAddress httpAddress httpAddress,__label__1
rt usrId httpAddress #nepalearthquake nepal earthquake state dept ids D americans killed in nepal quake ; D others reporte,__label__1
rt usrId compare kashmir floods amp ; #nepalearthquake coverage by usual #presstitutes DD have died guess hindu lives dont count httpAddress,__label__1
DD stranded nepal tourists return to city in special flight with relief writ large on their faces DD passengers who were stranded ..,__label__1
rescuers struggle to reach villages as death toll from nepal #earthquake hits 3 600 httpAddress httpAddress,__label__1
rt usrId 3 617 killed in httpAddress protests amp ; riots in httpAddress 88 175 worldwide httpAddress fbi predicts isis attack in httpAddress peopl,__label__1
DD people died in earthquake in httpAddress httpAddress,__label__1
rt usrId nepalese home ministry says quake death toll has reached httpAddress #breakingnews #nepalearthquake #nst170 httpAddress,__label__1
massive earthquake in nepal kills over 1 800 httpAddress,__label__1
nepal quake quake deals heavy blow to nepal s rich cultural heritage kathmandu afp reduced to httpAddress httpAddress #jdt01,__label__1
horrid to see destruction of nepal s heritage buildings amitabh bachchan amitabh bachchan has mourned the httpAddress httpAddress,__label__1
rt usrId breaking emergency declared in nepal after massive #nepalquake kills over DD people live httpAddress httpAddress,__label__1
new nepal earthquake death toll climbs past 4 00 with many more missing rolling report httpAddress #follow go to world,__label__1
rt usrId breaking death toll from nepal earthquake surpasses 1 800 over 4 700 injured home ministry #nepalearthquake httpAddress,__label__1
rt usrId DD yr old quake survivor ate clarified butter and drank water dripping from a wet cloth drs say he is in a good condition,__label__1
google news nepal earthquake hopes fade for survivors ; DD rescued on mount everest httpAddress,__label__1
rt usrId the death toll from saturday s earthquake in nepal continues to rise 5 693 dead and 11 538 httpAddress usrId,__label__1
more than 2 500 confirmed dead in nepal earthquake httpAddress johnny heath corpus christi news,__label__1
rt usrId httpAddress extent of the damage from the nepal earthquake #nepalmap DD,__label__1
nepal quake toll crosses 400 ; many still feared trapped httpAddress,__label__1
four hongkongers missing after nepal earthquake found safe and well south china morning post subscription httpAddress #hon,__label__1
rt usrId powerful quake near nepal capital causes widespread damage avalanche near everest base camp httpAddress httpAddress,__label__1
rt usrId pls help to find my sis and her husbad usrId usrId #nepalearthquake #langtang httpAddress,__label__1
#nepal #nepalearthquake canadian girlfriend is looking for boyfriend shankar kafle 21 male 5 7 he is httpAddress httpAddress,__label__1
rt usrId canada boosts aid as nepal death toll surpasses 4 00 httpAddress,__label__1
rt usrId usrId my nephew joshua edwards 19 is missing in httpAddress we have not heard from httpAddress would you kindly rt ? pls htt,__label__1
search for nepal earthquake survivors intensifies httpAddress,__label__1
rt usrId DD people in nepal died httpAddress be thankful f,__label__1
death toll rises to over 1 100 in nepal earthquake fox news video 8 httpAddress,__label__1
rt usrId httpAddress nepal earthquake #nepalearthquake nepal earthquake death toll nears DD update england gbr wat,__label__1
rt usrId tech giants help track nepal earthquake survivors marketwatch httpAddress,__label__1
rt usrId kathmandus patan durbar square before and after the #nepalearthquake httpAddress,__label__1
powerful quake kills nearly DD people in nepal toll expected to rise httpAddress,__label__1
rt usrId breaking death toll in #nepal after #earthquake stands at 597 spokesman for nepal s ministry of home affairs httpAddress httpAddress,__label__1
death roll croses DD in nepal now #earthquake,__label__1
israel criticized for touting #nepal rescue while #gaza is still in ruins amp ; under blockade httpAddress httpAddress,__label__1
rt usrId this is how scary nepal amp ; parts of india look after today mornings earthquake httpAddress #earthquake httpAddress,__label__1
rt usrId #prayfornepal over 2 00 people httpAddress pray for jordan httpAddress,__label__1
rt usrId hindus bear loved ones bodies to nepal holy httpAddress nobody will love me as much as she did httpAddress httpAddress,__label__1
rt usrId DD people killed after strong #earthquake says nepal government,__label__1
rt usrId DD people found dead after a devastating 7.8 magnitude earthquake hits nepal httpAddress,__label__1
#usa #news nepal quake hundreds dead everest shaken a powerful earthquake struck nepal httpAddress httpAddress via httpAddress,__label__1
rt usrId #solar lamps only public light in #nepal ; electric poles down ; solar now has a crucial role during httpAddress httpAddress,__label__1
rt usrId #breaking at least DD killed in nepal earthquake home ministry,__label__1
nepal earthquake brit among DD killed foreign office confirms httpAddress,__label__1
nepalese dig with bare hands for earthquake survivors rescuers dug with their bare hands and bodies piled up in nepal today after httpAddress,__label__1
rt usrId roads are so damaged in nepal it took a cnn crew two hours to go DD miles a major challenge for rescue and aid httpAddress,__label__1
rt usrId amazing story of survival rescuers find baby buried under rubble in nepal for DD hrs alive httpAddress httpAddress,__label__1
#nepalquake more than DD killed the government declares three days of mourning rw,__label__1
rt usrId nepal landmark DD years old dharahara tower collapsed from earthquake pray for nepal ! #msghelpearthquakevictims httpAddress,__label__1
rt usrId DD httpAddress could rise to 5 00 or more ram sharan mahat finance minister of nepal tells usrId amp ; i on usrId,__label__1
rt usrId death toll from #nepalearthquake jumps to 876 including DD from kathmandu valley police say httpAddress httpAddress,__label__1
rt usrId breaking police say at least 3 617 people have been confirmed dead in nepal after massive quake,__label__1
rt usrId nepal paper reports this D mo old baby was rescued 22 hours after the httpAddress stable httpAddress no internal injuries ! http,__label__1
at least DD portuguese identified in nepal httpAddress,__label__1
rt usrId i miss you big bubby 3 #nepalearthquake i ll find you soon,__label__1
rt usrId under DD indian girls soccer team trapped in httpAddress to httpAddress ji embassy organizing immediate evacu,__label__1
rt usrId breaking police say a woman has been rescued from rubble D days after massive nepal httpAddress,__label__1
rt usrId i am httpAddress man describes how he survived in rubble for DD hours after nepal earthquake httpAddress httpAddress,__label__1
rt usrId rescuers in nepal pulled man from wreckage of building where he was stuck for DD hours after quake that hit httpAddress httpAddress,__label__1
rt usrId as if the quake itself wasn t bad enough usrId now warns of a serious landslide risk too #nepalearthquake httpAddress,__label__1
rt usrId #nepalearthquake israeli planes carrying advance search amp ; rescue team took off for nepal earlier this httpAddress httpAddress,__label__1
rt usrId cousin was hiking in nepal when earthquake httpAddress throw this an rt you never know who may see it amp ; could help httpAddress,__label__1
rt usrId eight bodies recovered from everest after avalanche triggered by nepal #earthquake say authorities httpAddress,__label__1
rt usrId in other news today over DD were killed in a massive earthquake in nepal and an avalanche on everest yet bruce jenner w,__label__1
usrId really httpAddress still we dont know how much the toll will httpAddress httpAddress,__label__1
rt usrId nepals historic sites before and after httpAddress,__label__1
rt usrId power outages in httpAddress any hacks to charge mobile phones etc without electricity ? or any other disaster survival hacks p,__label__1
#nepal families cremating the bodies of their family members in the fields photo niranjan shrestha usrId httpAddress,__label__1
rt usrId dharara tower built in 1832 collapses in #kathmandu during earthquake plz guru ji please help them victims ppl #msghelpea,__label__1
DD mountaineer s confirmed httpAddress envoy thanks httpAddress,__label__1
rt usrId earthquake devastates nepal killing more than 1 300 how to help the relief effort httpAddress httpAddress,__label__1
usrId this is a database with the location and needs of people trapped in httpAddress httpAddress many are in need of evac amp ; supplies,__label__1
rt usrId historical dharahara tower 1832 was built by the prime minister bhimsen httpAddress just collapsed due to httpAddress http,__label__1
#nepalearthquake #nepal officials say death toll from massive nepal earthquake has surpassed 4 00 says ap,__label__1
rt usrId nepal teen rescued from rubble D days after earthquake the long absent noise of cheers rang out in nepal s httpAddress httpAddress,__label__1
rt usrId #nepal #struggles to #recover the httpAddress httpAddress,__label__1
rt usrId DD confirmed killed when avalanche hit mount everest base camp after #nepalquake mountain s worst ever disaster httpAddress,__label__1
rt usrId massive earthquake below nepal at least DD fatalities so far expect to rise further httpAddress httpAddress,__label__1
rt usrId at least 2 263 people have died in nepal from massive #nepalearthquake and aftershocks official httpAddress httpAddress,__label__1
hundreds of climbers trapped on everest after nepal quake hundreds of climbers trapped in mountains ; ten believed de httpAddress,__label__1
every time i see that the number of dead in #nepal has risen i get sick inside all over httpAddress,__label__1
#shipping video britons return from nepal ordeal a plane carrying DD british people caught up in the nepal .. httpAddress,__label__1
rt usrId some 70 00 houses estimated to be destroyed and 530 00 damaged during the #nepalquake httpAddress httpAddress,__label__1
quake has left scar for life says kolkata homemaker in kathmandu httpAddress httpAddress #priyankaluvv,__label__1
rt usrId nepal #earthquake latest reports of avalanches in everest temples flattened unknown numbers killed amp ; injured http,__label__1
rt usrId about DD feared dead in the #nepalquake pray for nepal,__label__1
rt usrId many of kathmandu s iconic buildings were lost in the earthquake that rocked nepal httpAddress,__label__1
rt usrId jacob riordan my baby brother missing since the #earthquake in httpAddress pls rt and contact us if you ve seen httpAddress httpAddress,__label__1
massive #earthquake below #nepal at least DD fatalities so far economic losses 3 5 billion,__label__1
rt usrId #breaking officials say the death toll from the massive #nepalearthquake has surpassed httpAddress httpAddress,__label__1
rt usrId DD people killed in india after nepal earthquake union home secretary,__label__1
rt usrId a friend of mine was in nepal for a httpAddress he can t be contacted httpAddress please rt #nepalhelpneeded #nepalearhquake httpAddress,__label__1
video restaurant scoured for quake survivors rescuers in nepal are still hopeful that httpAddress httpAddress #news #socialmedia,__label__1
rt usrId tales of visitors who survived #nepalearthquake and those who did not httpAddress httpAddress,__label__1
rt usrId #everest as per mountain trip team death toll in bc is more than 20 many httpAddress httpAddress #nepalquake #nep,__label__1
rt usrId incredible usrId image of man trapped by #nepalquake upto his httpAddress and he s one of the lucky ones ! #nepal httpAddress,__label__1
7.9 nepal earthquake kills over DD #nepal #earthquake #newsnepal httpAddress,__label__1
rt usrId so far four known tibetan deaths in nepal #nepalquake DD so far known in tar,__label__1
rt usrId death toll from the #nepal earthquake continues to rise ; massive relief efforts are under httpAddress please rt . donate now httpAddress,__label__1
rt usrId terribly sad httpAddress usrId breaking nepal police say at least 1 130 dead in massive earthquake centered outside of kathmand,__label__1
nepal earthquake at least DD feared dead as 7.8 magnitude earthquake,__label__1
rt usrId #nepalquake our #familylinks website is in #nepali httpAddress register if a relative is httpAddress please retweet httpAddress,__label__1
rt usrId god have mercy ! usrId #nepalearthquake 4 month old baby rescued from rubble httpAddress httpAddress,__label__1
rt usrId dharahara tower is busy destination for families on httpAddress today it collapsed trapping httpAddress rescue ops httpAddress httpAddress,__label__1
rt usrId update heifer officials are working to assess safety of families as well as determine damage to homes in httpAddress httpAddress,__label__1
rt usrId before and after photos of nepal s landmarks reveal devastating impact of earthquake httpAddress #tech #trend,__label__1
earthquake hit nepal at high risk of landslides in coming weeks study the threat of landslides and httpAddress httpAddress,__label__1
major quake aftershocks in nepal kill more than 2 100 shake mount everest rt usrId httpAddress,__label__1
rt usrId stef and sophie steffens have been found at #bamboo village ! #losttrekkersfound #langtang #nepalearthquake,__label__1
rt usrId a search rescue worker looks for a sign of life in a collapsed apartment building in httpAddress #nepalearthquake httpAddress,__label__1
rt usrId death toll in #nepalearthquake rises past 2 100 as rescuers continue search for survivors httpAddress httpAddress,__label__1
#nepal #earthquake death toll exceeds 1 00 httpAddress httpAddress #everest,__label__1
rt usrId the sadness is sinking in . we have lost our temples our history the places we grew up . #nepalearthquake,__label__1
top news at times i thought i was dead says teen rescued from nepal quake rubble los angeles times los .. httpAddress,__label__1
chaos reigns at nepal s only international airport in kathmandu httpAddress,__label__1
rt usrId death count is above DD in nepal ! that s insane !! #prayersup,__label__1
rt usrId my cousin just sent me these httpAddress the entire bhaktpur durbar square is no more ! #kathmandu #earthquake httpAddress,__label__1
families wait for word on #nepal missing ; D americans httpAddress httpAddress,__label__1
rt usrId #nepalquake death toll DD and DD casuallties in kathmandu httpAddress httpAddress httpAddress,__label__1
rt usrId incredible images show baby pulled from rubble DD hours after nepal earthquake httpAddress,__label__1
the number of #australians feared missing after #nepalearthquake is httpAddress DD names are on the red cross s family links httpAddress,__label__1
rt usrId fears for six australians missing in nepal following powerful 7.9 magnitude httpAddress httpAddress #9news httpAddress,__label__1
usrId location of vipul in httpAddress vipul died in httpAddress need help to get his body back to mumbai httpAddress,__label__1
many still missing as toll for nepal s earthquake tops 5 00 la times httpAddress,__label__1
rt usrId according to usrId modi is helping nepal because there were DD gujrati httpAddress this women is worst then week old rott,__label__1
rt usrId the death toll continues to rise after the #nepalearthquake and people are sleeping outdoors in fear of httpAddress httpAddress,__label__1
rt usrId DD confirmed killed in httpAddress subcontinent pushes up against the rest of asia driving upwards crushing settlements htt,__label__1
rt sladehv drone footage from nepal no words httpAddress via maxplenke,__label__1
httpAddress #nepalearthquake nepal earthquake teen pulled from rubble alive five days after disaster n httpAddress,__label__1
nepal s villages devastated by quake httpAddress #philadelphia #news,__label__1
rt usrId latest #nepalquake death toll 5 530,__label__1
google launches person finder after nepal earthquake maine news httpAddress #technews,__label__1
usrId kathmandu the most vulnerable httpAddress just 300m far from me most of the houses are collapsed,__label__1
video i survived by eating butter a 15 year old boy rescued from the rubble of nepal s earthquake says he httpAddress,__label__1
rt usrId 500 year old kathmandu temple turned to rubble httpAddress,__label__1
phones jammed in httpAddress thankfully for whatsapp for communicating messages !,__label__1
rt usrId more than 4 00 people have died following saturday s earthquake in nepal officials say #nepalearthquake httpAddress,__label__1
rt usrId so huge earthquake in nepal probably killing over a thousand people and usrId is talking about bruce httpAddress #problemswitham,__label__1
video shows dramatic moment unesco heritage site fell as ground shook in nepal httpAddress,__label__1
rt usrId DD dead DD injured is latest nepal earthquake toll per home ministry,__label__1
#earthquake nepal nepal earthquake 2015 reported deaths in nepal by district as of DD httpAddress httpAddress #crisismanagement,__label__1
israelis turn to facebook in search for loved ones after nepal quake httpAddress,__label__1
rt usrId my sister left pokhara on wednesday for httpAddress please help us find her usrId httpAddress http,__label__1
httpAddress reporting usrId brother zachary is safe and has made contact with his family after the #nepalquake httpAddress,__label__1
rt usrId breaking death toll in massive nepal earthquake tops 1 800 home ministry official tells cnn,__label__1
bbcworld rt bbcsanjoym we think there are bodies buried here japanese rescuer #nepalearthquake httpAddress,__label__1
british archeologist terrified after narrowly escaping death in nepal earthquake httpAddress httpAddress,__label__1
nepal earthquake everest cleared but dozens of britons still missing httpAddress #world,__label__1
pray for httpAddress over DD reported dead after big httpAddress praying for international students here far from httpAddress,__label__1
i have latest photos of damaged area of world heritage site httpAddress any media or organization want those ? plz contact #earthquake #nepalquake,__label__1
an avalanche has buried part of mt . everest basecamp after nepal quake D white people are reported httpAddress nature is a bitch shem !,__label__1
rt usrId death toll in nepal quake now DD and climbing of which DD were in the valley around katmandu per home httpAddress http,__label__1
almost DD people died and count is still httpAddress but some stupids are creating jokes on httpAddress httpAddress,__label__1
rt usrId watch frightening video from a climber on mt . everest captures deadly avalanche triggered by an #nepalearthquake https,__label__1
rt usrId miracle rescue sees baby pulled safely from quake rubble in nepal httpAddress by usrId httpAddress,__label__1
rt usrId baltimore is on the verge of erupting into violence hundreds are dead in nepal so of course we have wall to wall cover,__label__1
rt usrId google launches special personal finder for people in #nepalearthquake zone httpAddress httpAddress,__label__1
rt usrId local global context to why nepal s lost heritage sites more than just temples httpAddress by usrId htt,__label__1
rt usrId usrId almost DD people died in httpAddress do something to help,__label__1
nepalese dig with bare hands for quake survivors as toll exceeds 1 900 by reuters via nyt httpAddress,__label__1
hundreds die many trapped in nepal earthquake httpAddress,__label__1
rt usrId massive block of earths crust DD miles long amp ; DD miles wide lurched DD feet to south saturday over course of DD seconds,__label__1
rt usrId nepal s government is only gradually getting a grasp of destruction in the worst hit villages httpAddress,__label__1
wesner michel ; rescuers pull survivor from rubble D days after nepal quake abc news firstpostrescuers pull .. httpAddress,__label__1
human and history httpAddress nothing more powerful than httpAddress nepal landmarks flattened by the quake httpAddress,__label__1
which is more important one man who died of police brutality or the 4500 who ve died in the nepal earthquakes ? #questions,__label__1
rt usrId #nepalquake video a google earth tour of the destruction httpAddress #kathmandu #everest httpAddress,__label__1
rt usrId missing adelaide man zac sheridan calls his family from httpAddress usrId spoke to his brother httpAddress,__label__1
rt usrId breaking news nepal pm says quake toll could be httpAddress watch moment of the httpAddress earthquake httpAddress,__label__1
rt usrId miracles do happen ! baby pulled fr #quakenepal rubble httpAddress,__label__1
rt usrId a miracle in the rubble a baby boy found alive and unharmed DD hours after the earthquake in nepal httpAddress,__label__1
#nepalearthquake rt for respect ! D days over httpAddress dead even more wounded ! respect,__label__1
rt usrId devastating update from ministry of home affairs on httpAddress death toll 5 057 injured 10 915 internally displac,__label__1
rt usrId #breaking lt ; DD missing maybe foreigners after avalanche hits village in rasuwa #nepal a popular #trekking area httpAddress,__label__1
the death toll in the #nepalearthquake has risen to more than httpAddress oh my 1,__label__1
nepal unable to channel aid ; toll could touch 7 00 with just two more persons rescued alive from under quake httpAddress httpAddress,__label__1
D month old baby found alive after D days in nepal earthquake rubble adsbygoogle httpAddress httpAddress httpAddress,__label__1
rt usrId some of the most common injuries are crush injuries fractures amp ; httpAddress httpAddress #nepalquake usrId #kathmandu http,__label__1
rt usrId trying to regain httpAddress kantipur tv s live httpAddress httpAddress,__label__1
