text,label
rt usrId us congresswoman grace ming chamunda swami pam kwatra usrId fund raiser event photo usrId httpAddress,__label__2
rt usrId D more usrId experts deploying to assess needs in httpAddress 500k now allocated to usrId #cyclonepam appeal h,__label__2
vanuatu president in cyclone appeal vanuatu president baldwin lonsdale appeals for international help after httpAddress httpAddress,__label__2
cyclone pam tears through tiny pacific archipelago of vanuatu leaving deadly httpAddress httpAddress,__label__1
rt usrId oxfaminvanuatu many people are living in evacuation centres at schools in pvila this one at freshwota #cyclonepam httpAddress,__label__1
cyclone flattened the landscape in vanuatu s outer islands arizona daily star httpAddress # 3peryea httpAddress,__label__1
rt usrId #vanuatu needs help right now president httpAddress we re httpAddress donate to our #cyclonepam response amp ; save httpAddress httpAddress,__label__2
vanuatu appeals for aid after cyclone pam un preparing major relief operation as island nation is hit by one of .. httpAddress,__label__2
#tcpam appeal httpAddress m needed urgently for basic needs food water shelter httpAddress httpAddress httpAddress,__label__2
#vanuatu #cyclone residents in vanuatu hunker in shelters for httpAddress #news #chloemorrison #cyclone #news #pacificisland,__label__1
#cyclonepam do we really need usrId usrId usrId others httpAddress time for usrId system in australia ?,__label__2
rt usrId i must have missed abbott s statement on disaster in #vanuatu amp ; his commitment of httpAddress or was he too busy chowing down on raw,__label__2
rt usrId #update unicef new zealand said cyclone pam could have devastating results for thousands across the region httpAddress,__label__1
new post cyclone pam leaves devastation in vanuatu DD confirmed killed httpAddress,__label__1
usrId DD fijian soldiers amp ; medical personnel arrived today in port vila to assist #vanuatu httpAddress #tcpam #hmrd,__label__2
mt usrId #vanuatu cyclone proof buildings badly damaged 100s in light shelters may be affected redcross sending tarps #tcpam #hmrd,__label__1
gt ; cyclone pam supplies begin to reach survivors on httpAddress,__label__2
red cross workers report unbelievable destruction httpAddress #uncategorized #unbelievable #redcrossau #cyclone #destruction,__label__1
rt usrId #vanuatu looking for httpAddress want to volunteer or donate equipment see here httpAddress #reliefvu #t,__label__2
rt usrId #vanuatu has been smashed by cyclone pam and climate change is probably to blame httpAddress httpAddress,__label__1
rt usrId 70 00 children said to be out of school following cyclone pam httpAddress httpAddress,__label__2
queensland faces banana fungal danger while wa bananas suffer cyclone wipeout httpAddress,__label__1
rt usrId unicef is on the ground in #vanuatu httpAddress shelter clean drinking water amp ; more to help after httpAddress please donate http,__label__2
before amp ; after photos of our church building in port vila httpAddress mission y usrId httpAddress usrId httpAddress,__label__1
rt usrId this is what s left of adrian s house in port httpAddress is almost httpAddress #cyclonepam httpAddress,__label__1
rt usrId watch our usrId c17 deliver aid to #vanuatu thanks to help from usrId usrId and usrId httpAddress,__label__2
rt usrId children living in shelter in freshwota school httpAddress homes httpAddress DD people sleeping in httpAddress httpAddress,__label__1
rt usrId please if you can spare anything if you havent yet nzrc pacific disaster fund httpAddress or unicef httpAddress,__label__2
rt usrId usrId beginning to see extent of damage in vanuatu from mega storm cyclone httpAddress usrId #tcpam httpAddress,__label__1
rt usrId our condolences and solidarity go out to the people of #vanuatu over the devastation of httpAddress support is needed usrId,__label__2
unicefaustralia lifeline health services for children have broken down in #cyclonepam please help unicef deploy emergency clinics #vanuatu,__label__1
rt usrId #cyclonepam has hit vanuatu with devastating httpAddress we now need your help to reach communities affected httpAddress,__label__2
rt usrId #vanuatu superstorm tragically dramatizing the effect of #climatechange amp ; the importance of #disasterriskreduction httpAddress,__label__1
rt usrId the destruction of cyclone pam in pictures httpAddress httpAddress,__label__1
cyclone pam displaces 3 300 kills DD in vanuatu united nations #cdn #underwriter httpAddress,__label__1
aid teams report devastation and death after vanuatu cyclone,__label__1
rt usrId snapshot foreign military assets deployed to support #humanitarian response #vanuatu #tcpam httpAddress httpAddress,__label__2
httpAddress is largest aid agency in #vanuatu amp ; we ve been working there for DD httpAddress support #cyclonepam appeal httpAddress,__label__2
rt usrId aid finally arrives in devastated #vanuatu httpAddress #cyclonepam httpAddress,__label__2
rt usrId australians wishing to donate to vanuatu please see httpAddress page updated regularly by httpAddress httpAddress,__label__2
rt usrId #cyclonepam brought complete devastation to httpAddress see how we re helping httpAddress httpAddress,__label__1
rt usrId httpAddress cyclone olwyn #cycloneolwyn cyclone olwyn recovery efforts hampered as critical infrastructure,__label__1
at least eight dead in vanuatu cyclone officials httpAddress httpAddress,__label__1
rt usrId stark drone footage of the devastation in httpAddress relief aid needed and divestment and a world run on solar httpAddress htt,__label__2
cyclone devastation in vanuatu like a bomb httpAddress,__label__1
foreign minister julie bishop vows continuing support in vanuatu after cyclone pam foreign minister julie bishop httpAddress,__label__2
rt usrId volvo ocean race leg D start postponement #vor due to tropical cyclone pam volvo ocean race organisers httpAddress http,__label__2
rt usrId tropical cyclone pam becomes category D super cyclone httpAddress,__label__2
race to aid vanuatu cyclone victims httpAddress,__label__2
#findmattygreen #news cyclone nathan will blow in steady new zealand herald httpAddress,__label__2
usrId thank you for bringing a new dimension to our httpAddress pure heart and httpAddress dont question yourself cyclone nation httpAddress,__label__2
rt usrId australian assistance to httpAddress #auspol #cyclonepam cutting our carbon emissions might help to prevent a httpAddress htt,__label__2
rt usrId bureau of meteorology says tropical cyclone olwyn is set to hit geraldton which is likely to be placed on yellow alert,__label__2
rt usrId cat D #cyclonepam to hit capital of #vanuatu port vila in next httpAddress if airport damaged worst case scenario for aid respon,__label__2
rt usrId #vanuatu president appeals for international help after cyclone pam httpAddress via httpAddress #tc,__label__2
cyclone pam scale of destruction emerges as vanuatu picks up the pieces in pictures relief efforts httpAddress httpAddress,__label__1
amp ; #xbb ; cyclone pam #cyclonepam cyclone pam amp ; #039 ; sounds like a freight train amp ; #039 ; DD httpAddress,__label__2
rt usrId taskforce repairing hospitals and schools in #portvila return home to sydney #cyclonepam httpAddress httpAddress,__label__1
rt usrId #cyclonepam still no additional news from surrounding islands of vanuatu including httpAddress damage feared to be worse than efa,__label__1
rt usrId the albert family near port httpAddress we thank god we are still httpAddress vanuatu httpAddress,__label__2
cyclone devastates pacific islands httpAddress,__label__1
rt usrId thanks to the royal australian air force #raaf for flying our team and supplies out to httpAddress #emergencyresponse ht,__label__2
rt usrId tropical cyclone pam destroyed many homes usrId httpAddress httpAddress usrId usrId httpAddress,__label__1
httpAddress #news vanuatu president begs world to help rebuild blames climate change after .. sydney morning,__label__2
rt usrId boys standing near their ruined neighborhood flooded after river prima flooded its banks in cyclone pam #vanuatu httpAddress,__label__1
donate to international red cross amp ; red crescent societies especially to help people of vanuatu hurt by typhoon pam httpAddress,__label__2
rt usrId early photos of the devastation left behind by #cyclonepam in #vanuatu from usrId usrId httpAddress,__label__1
alertnet relief teams report devastation death after #vanuatu cyclone httpAddress #cyclonepam usrId,__label__1
rt usrId #cyclonepam affected around DD islands of httpAddress most immediate needs are shelter food water health and logistics su,__label__2
rt usrId clean up begins villages levelled dozens feared dead after httpAddress httpAddress #9news httpAddress,__label__1
cyclone pam vanuatu DD percent of capital city s buildings destroyed #startups #technology httpAddress,__label__1
usrId cyclone damage in vila amp ; httpAddress journalist from reuters v interested in httpAddress images of areas like seaside amp ; httpAddress,__label__1
rt usrId thoughts prayers with wonderful people of vanuatu after httpAddress love the annual trip there with vanuatu carbine club g,__label__2
cyclone hits island nation of vanuatu and kills D httpAddress,__label__1
rotarians on stand by to sent water aid to vanuatu httpAddress,__label__2
rt usrId ttw today s news cyclone warning for wa s pilbara as ports and anchorages are cleared httpAddress,__label__2
icymi #vanuatu severely affected by httpAddress weve deployed personnel to quickly assess situation amp ; find best ways to help,__label__2
vanuatu govt still saying cyclone pam death toll at 11 the vanuatu government has moved to clarify its httpAddress httpAddress,__label__1
cyclone pam tears through vanuatu wall street journal wall street journalcyclone pam tears through httpAddress httpAddress,__label__2
the destruction of cyclone pam in pictures storm has torn through the south pacific leaving homes httpAddress httpAddress,__label__1
rt usrId mea will provide immediate financial assistance to people of httpAddress we stand shoulder to shoulder with vanuatu in this,__label__2
rt usrId over 2 800 people in evacuation centres after httpAddress our appeal to provide humanitarian aid httpAddress,__label__1
rt usrId video vanuatu president says some DD percent of buildings in capital damaged or destroyed by cyclone pam httpAddress,__label__1
red cross #cyclonepam appeal for #vanuatu httpAddress,__label__2
bbc news vanuatu cyclone pam wiped out development httpAddress prayers for all affected lets get help there,__label__2
#indonesia #bahrain cyclone pam leaves death and destruction on its path in the pacific httpAddress #brazil #argentina,__label__1
rt usrId anybody got news about #portvila #vanuatu #cyclonepam so worried about my brother his wife and little httpAddress find,__label__1
utter devastation found on remote vanuatu islands hit by cyclone relief workers saw a flattened landscape httpAddress httpAddress,__label__1
rt usrId in a warming world storms may be fewer but stronger httpAddress #cyclone #pam httpAddress,__label__2
rt usrId usrId 2m available for relief effort amp ; protection of vulnerable people especially women and children #cyclonepam,__label__2
homes still evacuated as pam crosses nz httpAddress,__label__1
panarmenian cyclone causes major destruction in south pacific islands of vanuatu httpAddress,__label__1
rt usrId great to see smiling kids faces on aniwa island #vanuatu as they receive food after httpAddress httpAddress,__label__2
rt usrId can t remember ever seeing phenomenal in a weather httpAddress #tcpam expected to cause very rough to phenomenal seas expe,__label__2
DD people are dead and DD displaced after cyclone pam hit the south pacific archipelago of vanuatu httpAddress,__label__1
the un s preparing to send emergency response teams to the south pacific s vanuatu islands after a cyclone httpAddress,__label__2
un DD dead in vanuatu after cyclone pam httpAddress via usrId,__label__1
#ff usrId 80 00 pounds of food water and supplies headed to #vanuatu #tcpam #reliefvu #hmrd,__label__2
world vanuatu faces food shortages after cyclone pam devastates crops httpAddress,__label__2
rt usrId httpAddress cyclone pam #cyclonepam first deaths confirmed after tropical cyclone pam roars over vanuat htt,__label__1
rt usrId press release extra humanitarian experts deployed to help vanuatu uk funding confirmed for red cross httpAddress httpAddress,__label__2
#news #goldcoast cyclone pam delivers httpAddress,__label__2
rt usrId children and families in #vanuatu urgently need httpAddress thanks to usrId for helping spread the word on what you can do httpAddress,__label__2
un says DD dead in vanuatu after cyclone pam auckland new zealand ap relief workers tried .. httpAddress lt ; full story,__label__1
around 82 00 children in vanuatu in need of humanitarian assistance following cyclone pam aid agency says usrId httpAddress,__label__2
rt usrId blog the wait for #cyclonepam is over httpAddress #vanuatu,__label__2
latest bbc news on #vanuatu first aid reaches islands ravaged by the httpAddress httpAddress,__label__2
rt usrId httpAddress vanuatu #vanuatu aid trickles to vanuatu as relief workers report vast cyclone damage upd htt,__label__2
rt usrId 150 00 people just had their homes wiped out in #vanuatu httpAddress newsbeat goes on wasting time on hillary s httpAddress,__label__1
httpAddress stories what vanuatu looks like now httpAddress,__label__1
devastated vanuatu starts to get aid the first planeloads of international aid arrive on the pacific httpAddress httpAddress,__label__2
rt usrId immediate priorities after #cyclonepam first aid food safe water httpAddress our appeal httpAddress,__label__2
cyclone pam vanuatu residents find homes blown away httpAddress rt usrId httpAddress,__label__1
rt usrId video cyclone pam tears through the tiny pacific archipelago of vanuatu causing widespread destruction httpAddress,__label__1
cyclone pam vanuatu death toll rises as australia pledges 5m in aid rolling report httpAddress,__label__1
sbsnews bishop lands in vanuatu to assess httpAddress httpAddress shouldnt we be donating this money rather than wasting it ?,__label__2
rt usrId the destructive eyewall of #cyclonepam now moving over the vanuatu s tanna httpAddress population approx httpAddress httpAddress,__label__2
rt usrId httpAddress content islands of vanuatu now in need #vanuatu DD,__label__2
gisborne warned to batten down the hatches for #cyclonepam httpAddress photo usrId httpAddress,__label__2
#israel #jpost israaid to send more officials supplies to alleviate devastated vanuatu islands httpAddress,__label__2
rt usrId after cyclone israeli mission provides relief in vanuatu httpAddress,__label__2
DD killed amp ; 3 300 displaced after cyclone pam struck #vanuatu un says httpAddress httpAddress,__label__1
cyclone pam dozens feared dead in vanuatu outer islands #cyclonepam DD http httpAddress,__label__1
cyclone pam leaves a trail of devastation and death httpAddress,__label__1
irish examinertropical cyclone pam aid from australia and new zealand arrives in vanuatu httpAddress onlinemuch needed aid and relief httpAddress,__label__2
vanuata residents return to damaged homes residents of mele vanuatu about DD minutes drive from the httpAddress httpAddress,__label__1
thousands await aid in vanuatu as death toll increases fox news httpAddress,__label__1
initial emergency food assistance in #vanuatu reported to have now reached close to DD people httpAddress #cyclonepam,__label__2
rt usrId if you want to do something about the awful situation in vanuatu there are lots of ways to httpAddress here s httpAddress httpAddress,__label__2
rt usrId photos from the island nation of vanuatu which was devastated by cyclone pam on march DD httpAddress httpAddress,__label__1
same coverage for 200 00 killed in #syria amp ; D killed in #vanuatu is this obscuring true #humanitarian needs ? httpAddress,__label__1
rt usrId affected communities in the north island should make sure theyre prepared for the possible impact of cyclone pam httpAddress,__label__1
rt usrId travel advice for #vanuatu raised to reconsider your need to travel ahead of tropical cyclone pam httpAddress,__label__2
top story unbelievable destruction reported in tropical cyclone pam s wake httpAddress see more httpAddress,__label__1
how to help those in vanuatu just as meteorologists feared tropical cyclone pam has pummeled the island httpAddress httpAddress,__label__2
#utah # vanuatu slams lack of aid coordination says food running out httpAddress #new mexico #bahrain,__label__2
jtwc tropical cyclone 19s olwyn warning #8 wtxs31 pgtw DD 1300z posit near httpAddress httpAddress moving httpAddress httpAddress,__label__2
morning all as of 6am this morning the centre of pam was located just on the west coast of erromango island httpAddress httpAddress,__label__2
official usrId update on #tcpam 19 00 households estimated to need food aid across httpAddress #auspol httpAddress,__label__2
rt usrId new video shows destruction from cyclone pam in vanuatu httpAddress httpAddress,__label__1
rt usrId great story ! people with chainsaw quals helping with disaster cleanup in vanuatu httpAddress,__label__2
rt usrId 50k children at risk in #vanuatu after devastation of httpAddress please help usrId respond httpAddress,__label__1
dozens feared dead after cyclone strikes pacific island nation httpAddress,__label__1
#wearethepeople pacific nation devastated by historic cyclone pam usa today httpAddress,__label__1
rt usrId the #survivor family is thinking of the people of httpAddress httpAddress,__label__2
nasa captures birth of tropical cyclone olwyn headed for northwestern australia,__label__2
rt usrId in disaster risk conference in japan as #vanuatu suffers more urgency needed on climate world bank httpAddress,__label__2
cyclone pam agencies investigate reports of dozens of deaths in vanuatu httpAddress,__label__1
#thetwittazine usrId #suemee thesuemee those runnin vanuatu should b #ashamed the bolt report supporters group httpAddress,__label__2
thinking of u all in #vanuatu ; specially families with young children pregnant mothers and the httpAddress v . proud #nz s first on the httpAddress,__label__2
tropical cyclone pam kills at least six people in vanuatu wall street journal httpAddress,__label__1
rt usrId help victims of #cyclonepam in #vanuatu now httpAddress,__label__2
rt usrId as rescuers start to reach vanuatu s outer islands they find people having to drink saltwater to stay alive httpAddress,__label__2
unicef rushes emergency supplies for cyclone affected tuvalu httpAddress,__label__2
rt usrId people of #vanuatu are going to need a lot of help says usrId httpAddress via usrId,__label__2
kingdom of the netherlands announced it will make a contribution of 500 00 to help people of #vanuatu #cyclonepam httpAddress,__label__2
all DD vsa volunteers and staff in vanuatu now confirmed safe and httpAddress read more httpAddress #cyclonepam,__label__2
rt usrId to say httpAddress isn t gamebreaking is httpAddress there s a reason people from vs use the cyclone when they re on nc . #carr,__label__1
#vanuatu #vanuatu eight confirmed httpAddress canadian news edition facebook httpAddress,__label__1
deaths feared as cyclone pam crosses vanuatu and heads for new zealand cyclone pam has intensified as it httpAddress httpAddress,__label__1
rt usrId httpAddress #vanuatu vanuatu president calls for help after cyclone destruction vanuatu england gbr li httpAddress,__label__2
rt usrId want to help those affected by cyclone pam ? check out our appeals page for a list of aid agencies #tcpam httpAddress,__label__2
audio doctor visits cyclone hit vanuatu httpAddress,__label__2
rt usrId as aid begins to trickle into remote islands of vanuatu authorities in the pacific nation of vanuatu some have still rece,__label__2
rt usrId death toll rises to DD after monster cyclone pam batters vanuatu httpAddress httpAddress,__label__1
rt usrId httpAddress cyclone hits island nation of vanuatu killing D #vanuatu DD httpAddress,__label__1
rt usrId read the latest our disaster team on the way to help animals after #cyclonepam #vanuatu httpAddress httpAddress,__label__2
cyclone pam massive storm bears down on vanuatu with 260 00 people in its path httpAddress #catclysmiccascadingclimatechange,__label__1
httpAddress gold foreign affairs trying to contact DD canadians in cyclone hit httpAddress httpAddress,__label__2
uff !! it caught ; cyclone pam moves closer to populated areas of vanuatu wall street journal httpAddress httpAddress #gossip,__label__2
rt usrId oxfam staff in port vila have reported complete destruction of homes amp ; small communities with barely any houses left st,__label__1
#wearethepeople julie bishop lands in vanuatu to support cyclone pam recovery effort sydney morning herald httpAddress,__label__2
rt usrId httpAddress pair seek help to ship donations to vanuatu #vanuatu DD httpAddress,__label__2
as cyclone rips vanuatu many people without protection httpAddress,__label__1
at D with annie we hear from a survivor after cyclone pam devastated the islands of vanuatu and we ll have all today s sports news,__label__1
monster cyclone strikes a heavy toll in vanuatu more than 100 00 people are likely homeless schools have .. httpAddress,__label__1
rt usrId 65 00 people in #vanuatu are in need of temporary emergency shelter #tcpam httpAddress,__label__2
rt usrId about DD schools in #vanuatu were damaged during #cyclonepam but today a handful of schools are httpAddress,__label__1
rt usrId houses destroyed trees snapped in half amp ; communications down as #cyclonepam wreaks havoc httpAddress,__label__1
fears of food shortages in vanuatu as huge damage revealed vanuatu warned tuesday it faces imminent food shortages as accounts httpAddress,__label__1
rt usrId aue the coast about to get httpAddress stay safe my cuzzies #cyclonepam,__label__2
rt usrId the cyclone pounding vanuatu is so huge it caused flooding DD miles away on httpAddress httpAddress usrId,__label__1
entire nation left homeless by #cyclonepam devastation in the #vanuatu islands unicef describe DD mins of terror httpAddress,__label__1
aid arrives in cyclone hit vanuatu httpAddress,__label__2
rt usrId cat D cyclone pam heading directly toward efate island httpAddress population httpAddress httpAddress httpAddress,__label__2
rt usrId #kingdomnl shocked by devastation httpAddress offers 500 00 emergency aid to vanuatu amp ; water expertise to help rebuild http,__label__2
rt usrId httpAddress cyclone nathan to intensify bom #cyclonenathan DD,__label__2
rt usrId our usrId landed in #vanuatu at midday on first aid flight amp ; got first pics out #tcpam httpAddress,__label__2
vanuatu president calls for immediate help as monster cyclone damage assessed httpAddress httpAddress #marijuana #cannabis,__label__2
urgent pacific disaster appeal after cyclone pam httpAddress,__label__2
rt usrId our thoughts and prayers are with the people of httpAddress they have endured a terrible httpAddress #climatechange httpAddress,__label__2
rt usrId with usrId i meet some wonderful people from #vanuatu amp ; #tuvalu during #commonwealthgames thoughts are with them all,__label__2
rt usrId shelterbox will work with usrId to respond to cyclone pam in httpAddress 1 00 shelter kits will be sent to help repair dam,__label__2
it was almost like a beast had been unleashed cyclone pam tears through tiny pacific archipelago of httpAddress httpAddress,__label__1
rt usrId we are mobilizing staff from usrId usrId and usrId to httpAddress DD tons of non food supplies will ar,__label__2
#ferrisgumphats #runningfortheunfortuante people #vanuatucyclonedamage please donate httpAddress httpAddress,__label__2
rt usrId food running critically short in #vanuatu after httpAddress please help us help animals httpAddress httpAddress,__label__2
rt usrId today i joined w health minister to announce further support for vanuatu following cyclone pam httpAddress ht,__label__2
rt usrId evacuations have already begun on vanuatu as cyclone pam httpAddress more here httpAddress,__label__1
usrId my weatherman is talking about a mezo cyclone headed this way is that another tour date httpAddress i mean they re blowing ..,__label__2
a practice collects for tuvalu are any pharmacies taking donations ? httpAddress #primarycare via usrId,__label__2
#tweetmybrands cyclone pam vanuatu death toll hits DD as 3 300 people displaced httpAddress #branding httpAddress,__label__1
rt usrId grave fears for outer islands of vanuatu after httpAddress our appeal httpAddress,__label__2
after cyclone vanuatu rebuilds with foreign aid the delivery of relief supplies to vanuatu s battered httpAddress httpAddress,__label__2
rt usrId vanuatu still smiling in the face of a major humanitarian crisis httpAddress via usrId,__label__2
cyclone pam death toll rises to DD httpAddress #wsj #news,__label__2
rt usrId an aerial photo by usrId showing homes in #vanuatu flattened by httpAddress httpAddress,__label__1
#rt monster storm roars over vanuatu relief workers anticipate enormous humanitarian needs as the first httpAddress httpAddress,__label__1
cyclone pam survivor i was afraid i didnt know if id face another day video httpAddress,__label__1
the island of vanuatu has been devastated by a monster cyclone a monster storm hit the pacific island httpAddress httpAddress,__label__1
rt usrId health education fears for vanuatu s child cyclone survivors httpAddress httpAddress,__label__2
rt usrId signs of progress in #vanuatu after #cyclonepam but task of rebuilding remains httpAddress httpAddress httpAddress,__label__2
rt usrId death toll rises in pacific cyclone httpAddress,__label__1
tropical cyclone pam rips islands ; many people vulnerable httpAddress,__label__1
daily twaiku by buddyo island nation smacked by cyclone devastation winds blew vanuatu,__label__1
spaces of aid has sadly become more topical with #humanitarianaid dispatched to south pacific after #cyclonepam httpAddress,__label__2
cyclone nathan fears housing won t stand a chance as nhulunbuy gets set for storm to hit httpAddress,__label__2
un says DD confirmed killed in vanuatu cyclone port vila march DD reuters twenty four people are httpAddress httpAddress,__label__1
australian sends aid to cyclone ravaged #vanuatu httpAddress via usrId #auspol,__label__2
rt usrId unosat live map #vanuatu tropical httpAddress satellite image analysis showing effects of #pam httpAddress httpAddress,__label__1
#qld #weather #warning #ctcorp issued by the httpAddress httpAddress est tropical cyclone advice for tc nathan httpAddress,__label__2
rt usrId cyclone pam ravages vanuatu as first rescue teams find entire villages blown away httpAddress httpAddress,__label__1
please consider donating to care and save the httpAddress they do yeoman s work httpAddress #tcpam #vanuatu,__label__2
rt usrId caritas is working with the church in vanuatu after a deadly storm httpAddress we re looking to provide httpAddress httpAddress,__label__2
rt usrId ttw today s news cyclone olwyn heavy rain still expected to hit perth httpAddress,__label__2
rt usrId grave fears remain for those on outer islands of #vanuatu with little or no protection from the 250kmh httpAddress donate htt,__label__2
the people survived vanuatu says cyclone death toll won t httpAddress httpAddress,__label__1
rt usrId i wish our troops were going to vanuatu instead of iraq,__label__2
rt usrId communication lost as #cyclone pam hammers vanuatu httpAddress,__label__1
