rt usrId thousands trapped and hundreds killed as floods devastate india and pakistan httpAddress httpAddress,__lable__1
#arizona toll from pakistan india floods rises over 230 i24news httpAddress httpAddress #arkansas,__lable__1
jammu amp ; kashmir floods iaf army ndrf intensify rescue operations as death zeenews httpAddress,__lable__1
rt usrId prime minister narendra modi visits flood stricken kashmir region ; death toll rises to DD usrId httpAddress,__lable__1
monsoon floods kill nearly DD in india pakistan httpAddress,__lable__1
flood waters submerge parts of kashmir ; DD dead httpAddress httpAddress,__lable__1
#alabama at least DD dead as flood rescue boat capsizes in pakistan at least DD dead as flood rescue .. httpAddress #alaska,__lable__1
photo gallery deadly floods sweep pakistan httpAddress,__lable__1
pakistan and kashmir floods kill hundreds httpAddress,__lable__1
jammu amp ; kashmir is currently in the midst of fury of unprecedented floods in fifty years which have already taken a toll of DD dead .,__lable__1
jammu and kashmir floods death toll mounts to DD daily news amp ; analysis httpAddress,__lable__1
india pakistan flood toll hits 400 thousands still stranded emergency workers battled tuesday httpAddress httpAddress usrId,__lable__1
more than DD people are thought to have died and tens of thousands left homeless from devastating floods in httpAddress,__lable__1
india pakistan flood toll passes DD httpAddress,__lable__1
jammu and kashmir flood nearly DD killed pm modi calls it a national ndtv httpAddress,__lable__1
raging floods kill over DD in pakistan india httpAddress,__lable__1
#rt over DD dead in jammu amp ; kashmir #floods thousands still httpAddress we need your httpAddress donate httpAddress #kashmirfloods,__lable__1
httpAddress flood waters submerge parts of kashmir ; DD dead donetsk ukraine ap strong explosions were heard early httpAddress,__lable__1
rt usrId thousands stranded in srinagar DD dead in worst floods in DD years #kashmirfloods httpAddress httpAddress,__lable__1
rt usrId #kashmirfloods nearly DD dead parts of srinagar flooded as jhelum breaches embankments httpAddress httpAddress,__lable__1
india pakistan floods death toll reaches DD death toll from floods in india pakistan reaches DD as authorities warn of more flooding,__lable__1
death toll from floods in india pakistan reaches DD as authorities warn of more flooding httpAddress,__lable__1
rt usrId hundreds killed as devastating floods wreak havoc in kashmir and pakistan httpAddress #kashmirfloods httpAddress,__lable__1
new post floods kill hundreds in india pakistan httpAddress,__lable__1
at least DD dead as flood rescue boat capsizes in pakistan at least eleven people including a bridegroom and .. httpAddress,__lable__1
jammu and kashmir floods nearly DD dead pm to visit state today nearly DD have died in jammu and kashmir .. httpAddress,__lable__1
in pictures deadly kashmir floods,__lable__1
#florida at least DD dead as flood rescue boat capsizes in pakistan at least DD dead as flood httpAddress httpAddress #georgia,__lable__1
#atlanta toll from pakistan india floods rises over 230 i24news httpAddress httpAddress #chicago,__lable__1
police in indian kashmir collect bodies floating in worst floods in years authorities in indian kashmir httpAddress httpAddress,__lable__1
rt usrId thousands stranded hundreds dead in #pakistanfloods httpAddress httpAddress,__lable__1
india and pakistan flood death toll exceeds 600 flood affected people row boats past partially submerged httpAddress httpAddress,__lable__1
death toll in india pakistan floods reaches DD httpAddress,__lable__1
india pakistan floods death toll reaches DD death toll from floods in india pakistan reaches DD as authorities warn of more flooding,__lable__1
#alabama at least DD dead as flood rescue boat capsizes in pakistan at least DD dead as flood rescue .. httpAddress #alaska,__lable__1
rt usrId raging floods kill over DD in pakistan india abc news httpAddress via usrId,__lable__1
rt usrId thousands stranded hundreds dead in #pakistanfloods httpAddress httpAddress via usrId #pkfl,__lable__1
kashmir floods death toll climbs to 420 thousands trapped on roofs #jobs #news #career #jobsila # httpAddress,__lable__1
#pakistan monsoon floods kill DD in pakistan indian administered kashmir httpAddress,__lable__1
liveministries look over DD lives lost in pakistan s deadliest floods rediff share with friends .. httpAddress,__lable__1
flood fury death roll reaches 300 hundreds still missing rising httpAddress . httpAddress,__lable__1
liveministries look over DD lives lost in pakistan s deadliest floods rediff share with friends .. httpAddress,__lable__1
over DD killed in D days of rains floods in pakistan over DD people have been killed and nearly D00 httpAddress httpAddress,__lable__1
kashmir floods how an ignored warning cost DD lives forced repeat of uttarakhand floods httpAddress httpAddress,__lable__1
DD injured amp ; sick flood affectees treated in medical camp #multan via usrId #pakistanfloods,__lable__1
heavy #monsoon rains and flash floods have killed more than DD people in pakistan and httpAddress heavy monsoon httpAddress httpAddress,__lable__1
#yeremiito21 flood waters submerge parts of kashmir ; DD dead flood waters submerge large httpAddress httpAddress #yeremiito21,__lable__1
india pakistan flood toll passes DD httpAddress,__lable__1
#detroit toll from pakistan india floods rises over 230 i24news httpAddress httpAddress #america,__lable__1
how sad is this that these floods hits almost every year to punjab amp ; cost hundreds of lives but no plannings to prevent but commissions only,__lable__1
#usaheadlines death toll from floods in india pakistan reaches DD httpAddress,__lable__1
#akansha gautam #india #indian pakistan india floods trap thousands kill at least DD httpAddress #suryaray #sharmasudhansu,__lable__1
unprecedented devastating floods in jammu n kashmir causing huge loss of lives n properties gud that central n state govts working in tandem,__lable__1
india pakistan floods death toll reaches 400 islamabad the death toll from floods in india and pakistan httpAddress httpAddress,__lable__1
rt usrId kashmir monsoon floods leave DD dead and displace almost a httpAddress #prayforkashmir httpAddress,__lable__1
#ik is constantly barking on the container forgtting thre r huge casualties in the country due to the httpAddress this nonsense now ! #pakistan,__lable__1
rt usrId the death toll continues to climb in flood hit india and httpAddress httpAddress,__lable__1
rt usrId some DD people have been killed by #landslides and #floods in #india and #pakistan httpAddress #kashmir httpAddress,__lable__1
jammu and kashmir floods nearly DD dead pm in state to .. httpAddress,__lable__1
#bbcnews india and pakistan flood toll rises the death toll from floods in india and pakistan has passed DD .. httpAddress,__lable__1
rt usrId #paris toll from pakistan india floods rises over 230 i24news httpAddress httpAddress,__lable__1
rt usrId the death toll continues to climb in flood hit india and httpAddress httpAddress,__lable__1
#vietnam at least DD dead as flood rescue boat capsizes in pakistan at least DD dead as flood httpAddress httpAddress #australia,__lable__1
rt usrId #teamfollowback #rt flood waters submerge swathes of kashmir ; DD dead flood waters httpAddress httpAddress #mgwv,__lable__1
#portugal toll from pakistan india floods rises over 230 i24news httpAddress httpAddress #serbia,__lable__1
flash floods death toll in pakistan and india keeps rising #reddit httpAddress,__lable__1
more than DD pakistanis dead with httpAddress who is responsible ? certainly not sharifs they are above the law ! #azadimarchpti,__lable__1
rt usrId pakistan flood death toll crosses DD httpAddress,__lable__1
#atlanta at least DD dead as flood rescue boat capsizes in pakistan at least DD dead as flood httpAddress httpAddress #chicago,__lable__1
thousands missing in kashmir flood that killed DD people httpAddress,__lable__1
police in indian kashmir collect bodies floating in worst floods in years new httpAddress reuters httpAddress httpAddress,__lable__1
india and pakistan floods death toll rises will each country step forward ? httpAddress,__lable__1
rt usrId this is just httpAddress rt usrId #kashmirfloods over DD dead in the worst flood in sex decades,__lable__1
raging floods #kill over DD in #pakistan #india sep D 1 01 pm et httpAddress,__lable__1
monsoon floods kill nearly DD in india pakistan srinagar india ap landslides and httpAddress httpAddress #news #headlines,__lable__1
news death toll from pakistan india floods rises above DD voice of america httpAddress,__lable__1
#belgium toll from pakistan india floods rises over 230 i24news httpAddress httpAddress #france,__lable__1
rt usrId the death toll continues to climb in flood hit india and httpAddress httpAddress,__lable__1
rt usrId five days of heavy rains have left more than DD dead in pakistan and httpAddress #kashmirfloods httpAddress httpAddress,__lable__1
rt usrId india and pakistan floods kill nearly DD httpAddress,__lable__1
rt usrId #drqadri appeals to the people of pakistan2play their part in efforts D rescue of flood victims #statusquovsoppressed ht,__lable__1
police in indian kashmir collect bodies floating in worst floods in years new httpAddress reuters httpAddress httpAddress,__lable__1
rt usrId at least DD deaths have been reported in azad kashmir due to #floods whereas 2 132 houses have been damaged httpAddress,__lable__1
rt usrId thousands stranded in srinagar DD dead in worst floods in DD years #kashmirfloods httpAddress httpAddress,__lable__1
#yeremiito21 flood waters submerge parts of kashmir ; DD dead flood waters submerge large httpAddress httpAddress #yeremiito21,__lable__1
usrId nm visited twice to jammu and kashmir and the result is DD died in flood httpAddress,__lable__1
#oregon toll from pakistan india floods rises over 230 i24news httpAddress httpAddress #pennsylvania,__lable__1
rt usrId pakistan india flood death toll passes DD tolerance httpAddress #pakistan #floods,__lable__1
#usaheadlines death toll from floods in india pakistan reaches DD httpAddress,__lable__1
rt usrId floods unleash more misery in jammu and kashmir ; death toll mounts to 160 jayalalithaa announces rs D crore assistance,__lable__1
bodies floating in the water volunteers fear the death toll from the india pakistan floods could be much httpAddress httpAddress,__lable__1
death toll climbs in india pakistan floods httpAddress #pakistanfloods #kashmirfloods,__lable__1
death toll from floods in india pakistan tops DD httpAddress,__lable__1
pm modi visits #kashmir after floods kill httpAddress httpAddress,__lable__1
rt usrId more than DD villages 1200 houses and 300 ppl have died in flood in pakistan plz pray for us usrId httpAddress,__lable__1
rt usrId nearly DD reported dead from monsoon floods in india and pakistan httpAddress httpAddress,__lable__1
with seven more deaths the toll in the devastating floods in jammu and kashmir have reached to httpAddress a httpAddress httpAddress,__lable__1
kashmirs worst floods take DD lives httpAddress,__lable__1
monsoon floods kill nearly DD in india pakistan httpAddress,__lable__1
rt usrId thousands of people are trapped and hundreds have been killed in floods in india and pakistan httpAddress http,__lable__1
jammu and kashmir floods nearly DD dead pm to visit state today nearly DD have died in jammu and kashmir .. httpAddress,__lable__1
at least DD dead as flood rescue boat capsizes in pakistan at least eleven people including a bridegroom and .. httpAddress,__lable__1
india s modi visits kashmir after floods kill DD httpAddress,__lable__1
#connecticut at least DD dead as flood rescue boat capsizes in pakistan at least DD dead as flood httpAddress httpAddress #delaware,__lable__1
rt pakistan news pakistannews rain floods kill DD people across pakistan httpAddress httpAddress httpAddress,__lable__1
jammu amp ; kashmir floods iaf army ndrf intensify rescue operations as death toll reaches httpAddress as per httpAddress httpAddress,__lable__1
death toll from floods in india pakistan tops DD httpAddress,__lable__1
over DD confirmed dead in pakistan and india floods httpAddress #pakistan #india #flood #kashmir #army,__lable__1
flood affected 27 700 people 120 villages in azad kashmir ndma httpAddress geo news,__lable__1
police in indian kashmir collect bodies floating in worst floods in years new httpAddress reuters httpAddress httpAddress,__lable__1
#miami at least DD dead as flood rescue boat capsizes in pakistan at least DD dead as flood rescue httpAddress httpAddress #newyork,__lable__1
#usaheadlines death toll from floods in india pakistan reaches DD httpAddress,__lable__1
#usaheadlines pakistan india flood death toll passes DD httpAddress,__lable__1
#usaheadlines death toll from india pakistan floods reaches DD httpAddress,__lable__1
rt usrId hundreds die as heaviest rain in DD years catch india pakistan off guard httpAddress via httpAddress,__lable__1
#usaheadlines evacuation ordered as flood death toll rises in pakistan and india httpAddress,__lable__1
pakistan india flood death toll passes DD httpAddress,__lable__1
rt usrId bodies collected floating in occupied kashmir s worst flood httpAddress httpAddress,__lable__1
more deaths homes lost in india and pakistan as floods persist sun 2014 09 07 14 39 srinagar india httpAddress httpAddress,__lable__1
india s modi visits kashmir after floods kill 175 srinagar india reuters the death toll from serious gt ; httpAddress #style,__lable__1
#usaheadlines death toll from floods in india pakistan reaches DD httpAddress,__lable__1
rt usrId as #flood water recedes in srinagar more bodies found . srinagar nearly two weeks after jammu and httpAddress httpAddress,__lable__1
flooding death toll jumps as india offers help to pakistan httpAddress,__lable__1
DD new borns who died during floods buried on srinagars jehlum bund httpAddress #kashmirfloods,__lable__1
death toll from floods in india pakistan tops DD httpAddress #nlu,__lable__1
over DD killed in floods rains in pakistan zeenews httpAddress,__lable__1
rt usrId kashmir floods army rescues more than 47 00 death toll crosses DD httpAddress,__lable__1
india and pakistan floods kill nearly DD httpAddress,__lable__1
rt usrId thousands trapped in #kashmirfloods with at least DD killed httpAddress httpAddress,__lable__1
india and pakistan flood toll rises the death toll from floods in india and pakistan has passed DD as httpAddress httpAddress,__lable__1
#brandysolamente india pakistan floods death toll reaches 400 death toll from floods in india pakistan httpAddress httpAddress,__lable__1
rt usrId death toll from floods rises to DD in punjab ndma httpAddress,__lable__1
sy gf death toll from floods in india pakistan tops 400 fin,__lable__1
rt usrId over DD killed in pakistan s deadliest flood httpAddress httpAddress,__lable__1
rt usrId at least DD ppl killed in floods in india amp ; pakistan bodies of women and children found httpAddress httpAddress,__lable__1
#california toll from pakistan india floods rises over 230 i24news httpAddress httpAddress #colorado,__lable__1
over DD ppl killed due to kashmir flood ! #kashmirflood,__lable__1
police in jammu amp ; kashmir india collect bodies floating in worst floods in years via httpAddress httpAddress,__lable__1
#prayforkashmir the flood situation continued to worsen in kashmir toll crosses DD f,__lable__1
pakistan flood sinks boat carrying wedding party boat carrying wedding party sinks in pakistan flood killing DD httpAddress,__lable__1
#california toll from pakistan india floods rises over 230 i24news httpAddress httpAddress #colorado,__lable__1
latest jammu and kashmir flood nearly DD killed pm modi calls it a national .. ndtv httpAddress httpAddress #indiannews,__lable__1
thousands trapped and hundreds killed by floods in india and pakistan emergency services in httpAddress httpAddress #kabari #world,__lable__1
rt usrId jammu and kashmir flood nearly DD killed intense relief operations underway httpAddress httpAddress,__lable__1
usrId ns ss rulling punjab D times and still no dam or water sewage .. killing 100s of people every year s flood #shame #noora,__lable__1
#usaheadlines death toll from india pakistan floods reaches DD httpAddress,__lable__1
DD dead as jammu and kashmir witnesses worst floods subscribe for more news httpAddress like us httpAddress httpAddress,__lable__1
rt usrId other side isn t safe too DD killed in #pakistan s deadliest flood read more httpAddress httpAddress,__lable__1
floods hit a million in pakistan anger rises in indian kashmir deadly flooding has affected more httpAddress httpAddress #seniors,__lable__1
india pakistan flood death toll exceeds DD,__lable__1
rt usrId death toll nearing DD as devastating floods continue in india and httpAddress httpAddress,__lable__1
india and pakistan floods kill nearly 300 landslides and flash floods triggered by heavy monsoon rains have httpAddress httpAddress,__lable__1
rt usrId raging floods kill over DD in india and pakistan heaviest torrential rains seen in 50years httpAddress,__lable__1
#usaheadlines death toll from india pakistan floods reaches DD httpAddress,__lable__1
#teamfollowback #ff video wedding tragedy as groom dies in floods flooding in the httpAddress httpAddress #instantfollowback,__lable__1
flood waters submerge swathes of kashmir ; DD dead srinagar fast moving floodwaters have submerged large httpAddress httpAddress,__lable__1
rt usrId usrId usrId flood is not only in kashmir as shown by media jammu had suffered more lose as human n property,__lable__1
as flood water recedes in srinagar more bodies found over ten days after jammu and kashmir witnessed its httpAddress httpAddress,__lable__1
over DD killed thousands homeless as floods ravage kashmir httpAddress #kashmir,__lable__1
news hundreds of thousands still stranded by killer kashmir floods httpAddress,__lable__1
rt usrId nearly DD killed in india and pakistan in monsoon floods and landslides httpAddress,__lable__1
rt usrId flood related deaths exceed DD in india pakistan canadian underwriter httpAddress #pakistan #floods,__lable__1
rt usrId jammu amp ; kashmir facing worst flood in DD years death toll touches 1DD httpAddress #banjirkashmir httpAddress,__lable__1
rt usrId infographic in #kashmir worst floods in over DD years have killed at least DD people and affected millions more httpAddress,__lable__1
jammu and kashmir narendra modi to visit flood hit state today as death toll reaches DD httpAddress,__lable__1
india s modi visits kashmir after floods kill 175 by fayaz bukhari httpAddress,__lable__1
at least DD dead as flood rescue boat capsizes in pakistan httpAddress least DD dead as flood rescue boat capsizes in httpAddress,__lable__1
floods rain kill DD in pakistan one million affected httpAddress via usrId,__lable__1
rt usrId more than DD are dead as kashmir struggles to cope with days of floods httpAddress httpAddress,__lable__1
#michigan at least DD dead as flood rescue boat capsizes in pakistan at least DD dead as flood httpAddress httpAddress #minnesota,__lable__1
india and pakistan s big flood DD people died httpAddress liveleak #news,__lable__1
rt usrId death toll from floods in india and pakistan reaches 400 authorities say ; more flooding anticipated usrId httpAddress,__lable__1
DD drowns out of DD in river when boat sink in httpAddress #flood in #punjab httpAddress,__lable__1
#usaheadlines death toll from floods in india pakistan reaches DD httpAddress,__lable__1
#hawaii at least DD dead as flood rescue boat capsizes in pakistan at least DD dead as flood rescue httpAddress httpAddress #idaho,__lable__1
#bentozy india and pakistan flood toll rises the death toll from floods in india and pakistan has httpAddress httpAddress #news,__lable__1
devastating floods in kashmir create rising death toll httpAddress via usrId,__lable__1
in india around around 1 700 people die on an average per year due to floods here s my story httpAddress #kashmirfloods,__lable__1
washington post usa floods in india and pakistan kill nearly DD httpAddress,__lable__1
floods rain kill DD in pakistan one million affected the deluge has destroyed crop in over 700 00 acres httpAddress httpAddress,__lable__1
flood waters submerge swathes of kashmir ; DD dead flood waters submerge large swathes of kashmir ; DD dead httpAddress,__lable__1
#usaheadlines pakistan india flood death toll passes DD httpAddress,__lable__1
death toll climbs in #india #pakistan #floods #kashmirfloods #pakistanfloods httpAddress httpAddress,__lable__1
rt usrId jammu and kashmir floods death toll mounts to 138 ; narendra modi announces rs DD crores special assistance httpAddress,__lable__1
rt usrId bodies floating in streets whilst #india scales back operations due to a few stones !! #kashmirfloods httpAddress,__lable__1
rt usrId jammu and kashmir flood nearly DD killed intense relief operations underway httpAddress httpAddress,__lable__1
#hectormartinez monsoon floods kill nearly DD in india pakistan floodwaters submerge large swaths of httpAddress httpAddress,__lable__1
rescue effort expands in india pakistan as flood death toll tops DD the death toll from nearly one week httpAddress httpAddress,__lable__1
#team lil wayne flood waters submerge parts of kashmir ; DD dead flood waters submerge large .. httpAddress #dmjeferson,__lable__1
news by yahoo raging floods kill over DD in pakistan india jhang pakistan ap raging monsoon floods httpAddress httpAddress,__lable__1
jammu and kashmir flood nearly DD killed intense relief operations underway httpAddress video,__lable__1
rt usrId flood response efforts in #pakistan DD #medical patients treated in last D httpAddress next camps planned this httpAddress http,__lable__1
monsoon floods kill nearly DD in india pakistan srinagar india landslides and flash floods triggered by .. httpAddress,__lable__1
floods kill hundreds in pakistan and kashmir httpAddress sale httpAddress #news,__lable__1
rt usrId kashmir monsoon floods leave DD dead displace near a million #kashmirfloods #pakistanfloods httpAddress httpAddress,__lable__1
prime minister narendra modi visits flood stricken kashmir region ; death toll rises to DD usrId httpAddress,__lable__1
#iowa at least DD dead as flood rescue boat capsizes in pakistan at least DD dead as flood rescue httpAddress httpAddress #kansas,__lable__1
#germany at least DD dead as flood rescue boat capsizes in pakistan at least DD dead as flood rescue httpAddress httpAddress #italy,__lable__1
pakistan and kashmir floods kill hundreds #worldnews httpAddress,__lable__1
rt usrId death toll climbs in #india #pakistan #floods #kashmirfloods #pakistanfloods httpAddress httpAddress,__lable__1
police in indian kashmir collect bodies floating in worst floods in years new httpAddress reuters authorities in indian httpAddress,__lable__1
rt usrId chief minister of odisha naveen patnaik announces rs . D crors assistance to j amp ; k flood victims #kashmirfloods,__lable__2
rt usrId #kashmirfloods army will not rest till every person is rescued says its chief httpAddress httpAddress,__lable__2
rt usrId sindh govt sends flood relief aid to punjab usrId rs DD crore httpAddress may the relief efforts pick up steam ! usrId,__lable__2
rt usrId rushed D lakh litters of water bottles for flood affected people of jammu amp ; kashmir as advised by the prime minister usrId,__lable__2
rt usrId j amp ; k floods air india declares free travel for trapped tourists #kashmirfloods httpAddress,__lable__2
#jhdar omar abdullah thanks narendra modi government for support during jammu and kashmir flood rescue httpAddress httpAddress #fb,__lable__2
rt usrId shahbaz sharif beg all ppl to donate fr punjab flood effectees bt he wont pay single penny frm his billion dollars investm,__lable__2
maudefroberg usrId airlifting DD tents 2 500 blankets 1 00 kitchen sets amp ;DD tarps to flood affected jammu amp ; kashmir,__lable__2
dna defence forces turn saviour for flood hit kashmiris httpAddress httpAddress,__lable__2
rt usrId suspect indian airforce wd be able to rescue kashmir flood victims even more quickly if there weren t quite so many tv,__lable__2
rt usrId ummah welfare trust is providing cooked food in flood hit punjab httpAddress httpAddress httpAddress,__lable__2
just dispatched medicine consignment for flood effected areas in jammu division #kashhmirfloods #kashmirfloodrelief #jkfloodrelief,__lable__2
rt usrId proudly serving pakistan ! satisfaction while helping your countrymen at the time of httpAddress help the flood victims ! httpAddress,__lable__2
welcome this disaster aid diplomacy india amp ; #pakistan offer each other help in dealing with floods in two sides of httpAddress #saarcfamily,__lable__2
rt usrId news punjab cm announces govt has released rs100m for each flood hit district httpAddress #pakistan httpAddress,__lable__2
rt usrId ludhiana punjab indian army collects and dispatches relief material for j amp ; k flood victims httpAddress,__lable__2
rt usrId punjab government will provide rs 20 00 compensation to each flood affected family before eid ul azha httpAddress,__lable__2
friends if you have hike installed in your phone we all know now their is a flood in jammu amp ; kashmir and this httpAddress httpAddress,__lable__2
rt usrId united states pledges 250 00 for jammu and kashmir floods affected httpAddress,__lable__2
rt usrId aap mlas have decided to collectively donate rs 5.5 crore towards kashmir flood relief fund #kashmirfloods httpAddress,__lable__2
rt usrId prime minister narendra modi announces special assistance of rs 1 00 crore to flood affected jammu and httpAddress pti,__lable__2
rt usrId pti medical camp sialkot kashmir road for flood relief work #gonawazgo httpAddress,__lable__2
uttarakhand government donates rs DD crore for flood hit jammu amp ; kashmir people uttarakhand s resident httpAddress httpAddress,__lable__2
rt usrId humanity first pakistan doctors are providing medical facilities to patients at flood affected httpAddress httpAddress,__lable__2
usrId httpAddress kashmir flood relief httpAddress sir please help spread the httpAddress #kashmirfloods #kashmirfloodrelief,__lable__2
rt usrId malaysia written with chilli sauce saves malaysians stranded in kashmir floods httpAddress #kashmirfloods,__lable__2
lpu comes forward to help flood hit in kashmir ; sends D truck loads of relief material to j amp ; k read httpAddress,__lable__2
donate rs . DD through usrId for free for kashmir flood relief help everyone in kashmir who s httpAddress httpAddress,__lable__2
rt usrId would appreciate if anyone knows any company willing to httpAddress #dialysisfluid #kashmirflood,__lable__2
more relief material collected by gujarat govt for flood hit jammu amp ; kashmir state before its delivery from ahmedabad,__lable__2
rt usrId pmo officials contribute one day s salary for flood affected people of jammu and kashmir httpAddress,__lable__2
pakistani troops expand rescue in flood hit areas pakistani troops expand rescue operation as floods wreak httpAddress httpAddress,__lable__2
rt usrId same modi who drowned us in floods will now send DD crores to his allies #pmln in pakistan do i need to explain where,__lable__2
rt usrId #kashmirfloods how the army and iaf are rescuing flood victims in j amp ; k see here httpAddress httpAddress,__lable__2
rt usrId well if cm punjab can met coas twice a day why not cm kp . he has gone to give donation for floods btw,__lable__2
rt usrId kashmir floods indian army vehicles pelted with stones in srinagar httpAddress,__lable__2
akhilesh govt announces rs DD crore aid for flood hit jammu and kashmir firstpost httpAddress,__lable__2
rt usrId doctors serving in #flood effected region of #ranatown httpAddress #fifrelief #flood2014 httpAddress,__lable__2
rt usrId pls donate generously to #pakarmy s relief fund for #pakistan flood affectes pls rt httpAddress,__lable__2
uttarakhand government donates rs DD crore for flood hit jammu amp ; kashmir people uttarakhand s resident httpAddress httpAddress,__lable__2
mp announces rs 5cr assistance for flood hit j amp ; k #jammukashmirfloods httpAddress,__lable__2
rt usrId the iaf has deployed mi 171v s to india s flood ravaged northern regions of jammu and kashmir httpAddress ht,__lable__2
rt usrId super rt ! india is ready to provide assistance to pak to deal with the flood ravaged areas of pakistan occupied kashmir usrId,__lable__2
we re httpAddress can give our lives for our #valley and its httpAddress #savelife #flood #shelter #food,__lable__2
destruction caused by floods has pained all of us . need of the hour is to help our sisters amp ; brothers in j amp ; k tweets pm #kashmirfloods,__lable__2
please help spread the word share #amp ; donate i m raising money for kashmir flood relief httpAddress httpAddress,__lable__2
