text,label
california quake damages historic buildings the strongest quake to hit the bay area in DD years injured httpAddress httpAddress,__label__1
rt usrId usa news httpAddress hot news DD earthquake three critically injured almost DD treated at napa hospital fol,__label__1
rt usrId skateboarding atop an earthquake damaged street is the most california thing to ever httpAddress httpAddress,__label__1
napa earthquake power restored to thousands ; cleanup continues los angeles times,__label__1
napa earthquake hundreds hurt dozens of buildings condemned after 6.0 jolt bennington banner httpAddress #earthquakesf httpAddress,__label__1
rt usrId DD injured power outages as #california hit by largest #quake in DD years httpAddress httpAddress,__label__1
rt usrId california wine country shaken by 6.0 quake dozens hurt httpAddress,__label__1
rt usrId very distressing napa quake may cost over 1 billion in damages to vineyards and restaurants httpAddress,__label__1
rt usrId infodude amazing use of #bigdata from usrId how the napa earthquake affected bay area sleepers httpAddress,__label__1
latest on napa earthquake four homes destroyed others damaged by fire ; over DD patients treated at hospital httpAddress,__label__1
rt usrId usa httpAddress dozens injured D critically after strong earthquake in california usa cnn a httpAddress,__label__1
rt usrId nuclear expert calls for california plant to be shut to see if it can withstand shaking from earthquake faults httpAddress,__label__1
rt usrId meadowbrook lane in napa skaters finding upside to quake httpAddress photo from #nbcbayarea photog jeremy carroll httpAddress,__label__1
no reports of injuries to missionaries members following napa quake #churchnews #mormon #lds httpAddress via usrId,__label__1
earthquake in napa valley hits wineries the wineries in napa valley have been damaged following the httpAddress httpAddress,__label__1
rt usrId california earthquake hits wine region hard destroying thousands of bottles and barrels of wine httpAddress,__label__1
DD percent of the nation s wine comes from california and the napa earthquake could make prices go up . #goodmorning7 on httpAddress,__label__1
rt usrId httpAddress DD bay area earthquake damages napa county airport clean up is still underway in the wake o,__label__1
rt usrId update 8 quake rocks california wine country dozens injured via usrId #bonds httpAddress,__label__1
rt usrId damages in city of #vallejo are estimated at 5 million httpAddress #napaquake,__label__1
rt usrId usa 6.0 earthquake rocks california ; dozens injured video amp ; pics httpAddress,__label__1
rt usrId strong earthquake rocks san francisco bay area ; at least DD injured san francisco earthquake #sanfranciscoearthqua,__label__1
rt usrId usa httpAddress even buildings with seismic retrofits damaged in napa earthquake usa four homes at napa va,__label__1
eudrylantiqua boy hurt in california quake i should be dead boy badly hurt by httpAddress httpAddress eudrylantiqua,__label__1
rt usrId #napa schools to reopen as the town continues to tally the damage from sunday s #earthquake httpAddress,__label__1
rt usrId california hospital receives DD patients related to the 6.0 magnitude earthquake hospital president httpAddress httpAddress,__label__1
rt usrId usa news httpAddress hot news DD earthquake dozens injured D critically after strong earthquake in californ,__label__1
raw aerial look at napa quake damage #newsvideos httpAddress,__label__1
rt usrId at least DD people injured in the 6.1 napa quake according to walt mickens president amp ; ceo of queen of the valley medica,__label__1
rt usrId usa news httpAddress hot news DD earthquake three critically injured almost DD treated at napa hospital fol,__label__1
rt usrId only in california does earthquake damage httpAddress photo by jeremy carroll httpAddress,__label__1
rt usrId rt usrId skateboarding atop an earthquake damaged street is the most california thing to ever httpAddress httpAddress,__label__1
rt usrId rms experts extensive damage to unreinforced masonry buildings amp ; faades occurred caused by the #napa #earthquake httpAddress,__label__1
rt usrId photo shared by usrId shows damaged roads being used by skateboarders after california earthquake httpAddress,__label__1
rt usrId six people critically injured in california earthquake httpAddress,__label__1
rt usrId httpAddress DD bay area earthquake damages napa county airport #earthquaketoday quotthe earthquake blew o,__label__1
the latest on damaging earthquake in california httpAddress #tcot,__label__1
napa valley DD earthquake damage to vineyards #wine #earthquake httpAddress,__label__1
rt usrId 6.0 magnitude earthquake rocks california wine country dozens hurt httpAddress httpAddress,__label__1
rt usrId uc davis medical center confirms they are treating a DD year old boy injured httpAddress he is in serious httpAddress,__label__1
california quake damages historic buildings httpAddress,__label__1
rt usrId south napa earthquake damage estimate could reach 1 00 00 00 httpAddress httpAddress,__label__1
rt usrId usa httpAddress dozens injured D critically after strong earthquake in california usa cnn a httpAddress,__label__1
DD injured D critical after napa california quake the quake is the strongest to hit the region .. httpAddress #usa #news,__label__1
napa earthquake power restored to thousands ; cleanup continues los angeles times,__label__1
rt usrId california earthquake losses could reach 1bn httpAddress httpAddress,__label__1
rt usrId usa news httpAddress hot news DD earthquake dozens injured D critically after strong earthquake in califor,__label__1
rt usrId 6.0 magnitude #earthquake caused extensive damage in historic downtown #napa httpAddress #khou httpAddress,__label__1
rt usrId man s drone footage shows napa quake damage httpAddress,__label__1
eudrylantiqua n . california earthquake damage could reach 1b northern california httpAddress httpAddress eudrylantiqua,__label__1
damage from california quake could top 1 billion via usrId httpAddress,__label__1
earthquake is major test for hard luck california city the historic blue collar town of vallejo is a short httpAddress httpAddress,__label__1
napa private property damage totals 300m 100 buildings red tagged httpAddress #napaquake,__label__1
rt usrId more businesses amp ; buildings damaged by the #napaquake httpAddress,__label__1
napa earthquake hits httpAddress the showroom was untouched but dave s house in the hills above napa didn t do so httpAddress httpAddress,__label__1
rt usrId city of napa has red tagged DD buildings due to #earthquake httpAddress added to do not occupy list senior center trancas s,__label__1
rt usrId even buildings with seismic retrofits damaged in #napa #earthquake usrId usrId httpAddress,__label__1
rt usrId trending downtown napa takes brunt of damage from earthquake httpAddress httpAddress,__label__1
california starts quake clean up california is assessing the damage after a powerful earthquake struck the httpAddress httpAddress,__label__1
ap top strong california quake shakes famed wine country napa httpAddress ap the san francisco bay area s httpAddress httpAddress,__label__1
rt usrId #napaquake ruptures water mains amp ; gas lines D critically injured ; fires damaged httpAddress httpAddress httpAddress,__label__1
over DD injured in napa quake httpAddress,__label__1
rt usrId #california earthquake aftermath buildings destroyed over DD injured video httpAddress,__label__1
biggest quakes by magnitude in california california where a quake and fire devastated the city of san httpAddress httpAddress,__label__1
rt usrId meadowbrook lane in napa skaters find upside to quake httpAddress video httpAddress pic by jeremy carroll httpAddress,__label__1
rt usrId usa httpAddress DD earthquake three critically injured almost DD treated at napa hospital following 6.0 .. gi,__label__1
help desk httpAddress power back in napa but dsl httpAddress took DD httpAddress to coax my mom to find pwr httpAddress quake pulled it out and behind httpAddress,__label__1
watch downtown napa newer buildings fared better than old in quake abc news neal karlinsky tours earthquake damage in the httpAddress,__label__1
rt usrId meadowbrook lane in napa skaters finding upside to quake httpAddress photo from #nbcbayarea photog jeremy carroll httpAddress,__label__1
rt usrId after so much damage from the #napa #earthquake usrId analyzed what s next for httpAddress usrId 5p httpAddress,__label__1
more updates from the #napa earthquake where vintners are picking through overturned barrels and smashed bottles to httpAddress,__label__1
magnitude 6.1 earthquake strikes napa valley at least DD injured tens of thousands without power httpAddress,__label__1
#wow ! the damage rt usrId big chunk of the #maxwellbridge in #napa #tvcamera used for scale #napaquake httpAddress,__label__1
updated #napaquake stats injuries nearly DD critical injuries D aftershocks 60 uninhabitable buildings DD homes without water DD,__label__1
the httpAddress earthquake that rocked the napa valley in california over the weekend causing dozens httpAddress httpAddress,__label__1
rt usrId queen of the valley medical center D hospital employees were injured in #napaquake ; 1D patients admitted to hospital out o,__label__1
rt usrId chabad center in napa valley damaged by #earthquake but rabbi quickly attends to his httpAddress httpAddress,__label__1
california skaters turn quake damaged roads into playland .. httpAddress #jerrybrown #photogettyimages #sanfranciscobay,__label__1
rt usrId the losses from california s napa earthquake could top 1 blnand yes some of that s wine httpAddress httpAddress,__label__1
california earthquake wine country clears up damage around napa three seriously hurt DD treated httpAddress httpAddress #kabari,__label__1
rt usrId colorado usa colorado springs httpAddress #earthquake DD dozens injured D critically after strong earthquak,__label__1
usa DD sfgate napa damaged more than DD hurt in northern california quake nicoleewayne louisiana httpAddress httpAddress,__label__1
rt usrId bird s eye view #napaquake damage as seen from drone above httpAddress httpAddress,__label__1
the napa valley quake wreaked havoc with california wineries but the impact may not be as bad as it first httpAddress httpAddress,__label__1
rt usrId DD hospitalized in napa earthquake httpAddress httpAddress,__label__1
california quake means big damage for napa valley wineries it s still too early to tell just how much the httpAddress httpAddress,__label__1
rt usrId cracked wine casks damaged historical buildings and coffee httpAddress this napa earthquake is the biggest first world disaster,__label__1
napa #earthquake damage and insurance losses could cost billions httpAddress #napaquake,__label__1
rt usrId see how many bay area sleepers woke up from the napa httpAddress httpAddress httpAddress,__label__1
#californiaearthquake destroys historic #buildings in #napa injures many home realty today httpAddress,__label__1
rt usrId rt usrId damage to us post office bldg on second st. httpAddress homeless sleeping inside were hit with httpAddress #quake http,__label__1
awe usrId rt usrId more businesses amp ; buildings damaged by the #napaquake httpAddress,__label__1
many pets still missing after #napa earthquake httpAddress,__label__1
rt usrId a number of pets that escaped in the wake of sunday s napa earthquake are still missing httpAddress,__label__1
#diime daniiel boy hurt in california quake i should be dead boy badly hurt by bricks httpAddress httpAddress diime daniiel,__label__1
another one httpAddress occurred in a remote country httpAddress qt usrId strong california quake causes injuries damage httpAddress,__label__1
rt usrId httpAddress earthquake DD #earthquake even buildings with seismic retrofits damaged in napa earth httpAddress,__label__1
#adult #porn #std california wine country rocked by 6.0 quake dozens hurt napa httpAddress reuters a 6.0 httpAddress httpAddress,__label__1
rt usrId usa news httpAddress hot news DD earthquake even buildings with seismic retrofits damaged in napa earthquake,__label__1
yare update 1 california wine country quake losses seen in the billions reuters cnnupdate httpAddress httpAddress yare,__label__1
via usrId napa quake tasting room serving several vineyards heavily damaged httpAddress,__label__1
rt usrId napa valley earthquake causes a billion dollars in damage and thousands without power los httpAddress httpAddress,__label__1
#usaheadlines cleanup efforts underway after major earthquake in california httpAddress,__label__1
rt usrId what the strongest earthquake in DD years did to one shop in california httpAddress httpAddress,__label__1
california winemakers cleaning up after earthquake fox news httpAddress,__label__1
napa quake aftermath engineering expert blasts napa california building .. cbs local httpAddress,__label__1
earthquake devastates california san francisco bayarea httpAddress,__label__1
#android #lg boy hurt in california quake i should be dead washington post httpAddress httpAddress,__label__1
rt usrId earthquake in ca on sunday led to injuries property damage httpAddress than a million hours of lost sleep ? httpAddress,__label__1
dozens injured D critically after strong earthquake incalifornia httpAddress,__label__1
rt usrId oregon usa portland httpAddress breaking news DD earthquake 6.0 earthquake jolts bay area damage and at least DD,__label__1
#napaquake damage figure for homes businesses 300 million per usrId httpAddress via usrId,__label__1
wa shares this earthquake strikes napa valley ; wineries assess damage wine spectator httpAddress,__label__1
rt usrId california quake causes injuries widespread httpAddress story httpAddress photos httpAddress httpAddress,__label__1
n . california earthquake damage could reach 1b northern california is cleaning up one day after suffering httpAddress httpAddress,__label__1
#news #california even buildings with seismic retrofits damaged in napa earthquake city officials in napa httpAddress httpAddress,__label__1
inspector wants californias last nuclear plant shut down over earthquakeconcerns httpAddress,__label__1
rt usrId california quake means big damage for napa valley wineries httpAddress,__label__1
not the wine ! curse you seismic activity ! via usrId california quake means big damage for napa valley wineries httpAddress,__label__1
rt usrId colorado usa colorado springs httpAddress #earthquake DD dozens injured D critically after strong earthquak,__label__1
california hit with worst quake in DD years new images emerge of widespread damage in httpAddress more than DD people were injured ..,__label__1
check this out scores of aftershocks from napa earthquake felt more on the way los httpAddress httpAddress #online #twitter,__label__1
DD injured D critical after napa california quake httpAddress,__label__1
seems as though most napa wineries were not insured for quake httpAddress while harvest was least affected many suffered damage to httpAddress,__label__1
#sunoviaaqui over DD injured in napa quake napa httpAddress ap the strongest earthquake httpAddress httpAddress #dmdaniiel x6,__label__1
video billions of dollars of wine rocked in california earthquake napa valley httpAddress napa is one of the httpAddress httpAddress,__label__1
httpAddress undamaged by napa valley httpAddress #ports httpAddress,__label__1
rt usrId earthquake destroys historic buildings and leaves thousands without power in california httpAddress httpAddress,__label__1
rt usrId meadowbrook lane in napa skaters find upside to quake httpAddress video httpAddress pic by jeremy carroll httpAddress,__label__1
rt usrId recovery efforts in #napa continue after a magnitude 6.0 #earthquake caused serious damage and httpAddress latest DD httpAddress,__label__1
the san francisco earthquake in wine country injured dozens of people .. httpAddress #bayarea #sanfranciscobay #tylerparadise,__label__1
napa mops up wine and tallies its losses the napa valley quake wreaked havoc with california wineries but httpAddress httpAddress,__label__1
#breaking #napaquake updated # s DD httpAddress confirmed 6.1 httpAddress still some in napa cty without httpAddress usrId,__label__1
the san francisco earthquake in wine country injured dozens of people httpAddress reuters a 6.0 httpAddress httpAddress,__label__1
rt usrId usa httpAddress DD earthquake three critically injured almost DD treated at napa hospital following 6.0 .. gi,__label__1
rt usrId in #napa skaters finding upside to #earthquake httpAddress photo from usrId photog jeremy carroll httpAddress,__label__1
small aftershock strikes #napa california ; no injuries or damage httpAddress httpAddress geological survey says magnitude of #quake was httpAddress,__label__1
earthquake napa valley california drone video footage of the damage in napa ! httpAddress via httpAddress,__label__1
rt usrId usa httpAddress napa damaged more than DD hurt in northern california quake welcome to the new httpAddress,__label__1
pops just sent me a picture of all the wine barrels that spilled during the california httpAddress dude really knows how to ruin my httpAddress,__label__1
rt usrId inspector wants california s last nuclear plant shut down over earthquake concerns httpAddress via usrId,__label__1
napa quake caused 300 million in private property damage httpAddress,__label__1
rt usrId httpAddress DD 6.0 earthquake jolts bay area damage and at least DD injuries reported #earthquake it was t,__label__1
rt usrId sunday s #earthquake in #california left more than 1b worth of damage among top DD costliest httpAddress httpAddress,__label__1
rt usrId nearly a billion dollars of wine lost to #californiaearthquake httpAddress httpAddress,__label__1
update 8 quake rocks california wine country dozens injured httpAddress,__label__1
rt usrId napa wineries sustain damage from 6.1 magnitude earthquake httpAddress,__label__1
usa news hot news DD #earthquake napa earthquake power restored to thousands cleanup continues httpAddress httpAddress,__label__1
httpAddress california earthquake wine country clears up damage around napa authorities in california s wine country nort,__label__1
california quake damages historic buildings the strongest quake to hit the bay area in DD httpAddress httpAddress ff usrId,__label__1
#yeremiito21 boy hurt in california quake i should be dead boy badly hurt by bricks in httpAddress httpAddress #yeremiito21,__label__1
rt usrId #napa city officials say despite quake damage they re still open for business this labor day weekend httpAddress,__label__1
rt usrId enormous pile of furniture electronics damaged by quake left in napa high school parking httpAddress httpAddress,__label__1
hospital treating D critically injured in south napa quake httpAddress,__label__1
rt usrId us quake damage rt usrId rock on . rt usrId the most california thing httpAddress via usrId,__label__1
rt usrId latest # s over DD people with injuries flooded napa s er following #earthquake httpAddress #napaquake,__label__1
residents businesses accessing damage by httpAddress napa earthquake napa from napa to american canyon httpAddress httpAddress,__label__1
usrId tech failure in napa quake power surges led to pc damage httpAddress,__label__1
srjc sonoma county schools report little damage from quake httpAddress,__label__1
#losdelsonido n . california earthquake damage could reach 1b northern california is cleaning up one day after httpAddress #ivanberroa,__label__1
check out earthquake causes damage in the bay area on usrId httpAddress,__label__1
napa valley earthquake damage bad but not catastrophic businesses say httpAddress,__label__1
rt usrId napa region wading in #wine damage from quake #winewednesday httpAddress,__label__1
rt usrId napa historic httpAddress serious httpAddress #earthquake httpAddress,__label__1
napa valley vintners still assessing damage from #earthquake httpAddress #napaquake,__label__1
rt usrId washington usa tacoma httpAddress breaking news DD earthquake bay area earthquake damages napa county airport he,__label__1
napa mops up wine and tallies its losses after quake the napa valley quake wreaked havoc with california httpAddress httpAddress,__label__1
rt usrId only in california does earthquake damage httpAddress photo by jeremy carroll httpAddress,__label__1
video thousands of dollars in wine lost in napa earthquake winemakers in napa valley woke up to thousands httpAddress httpAddress,__label__1
rt usrId rt usrId boy injured from falling chimney in #napaquake upgraded to serious condition at uc httpAddress httpAddress,__label__1
sorry to hear that you suffered damage in the #napaquake usrId . glad no one was httpAddress,__label__1
over DD injured in 6.0 #bayarea #earthquake #california #DDhurt #glv httpAddress,__label__1
california begins quake clear up workers assess damage and begin to clear up after a 6.0 magnitude quake httpAddress httpAddress,__label__1
rt usrId httpAddress earthquake DD #earthquake napa earthquake power restored to thousands cleanup contin http,__label__1
rt usrId 4pm the state of emergency in force in california s napa valley after an earthquake caused widespread damage #7arvo httpAddress,__label__1
napa county tallies quake wine damage 38 million all types of resources needed httpAddress,__label__1
jems over DD injured in california earthquake emsnews,__label__1
bay area biz talk napa earthquake wineries open catastrophe experts descend on quake zone httpAddress,__label__1
california earthquake 6.0 magnitude quake leaves three critically injured two adults and one child httpAddress httpAddress,__label__1
officials in #napa california say they are still assessing the damage caused by yesterday s httpAddress httpAddress,__label__1
battered napa takes stock of napa quake damage httpAddress #losangeles,__label__1
D people critically injured after california quake napa httpAddress ap a large earthquake .. httpAddress via usrId,__label__1
rt usrId typical california skating the earthquake fault lines httpAddress,__label__1
httpAddress 06 54 cleanup efforts underway after major earthquake in california httpAddress,__label__1
rt usrId california usa torrance httpAddress #sfgate DD napa damaged more than DD hurt in northern california quake,__label__1
nicholas dillon injured in the #napaquake is on the road to recovery after surgery at #ucdavis children s httpAddress httpAddress,__label__1
california wine country quake losses seen in the billions httpAddress #news #world #live httpAddress,__label__1
hospital treating D critically injured in south napa quake about DD people are httpAddress httpAddress httpAddress,__label__1
i didn t feel a httpAddress even buildings with seismic retrofits damaged in napa earthquake httpAddress #heavysleeper,__label__1
skaters make best of napa earthquake by shredding buckled streets httpAddress,__label__1
napa valley wineries sustain damage from 6.0 earthquake httpAddress,__label__1
rt usrId httpAddress DD bay area earthquake damages napa county airport clean up is still underway in the wake of,__label__1
california quake means big damage for napa valley wineries it s still too early to tell just how much the httpAddress httpAddress,__label__1
#finance #financenews quake in californias wine country injures dozens abc news httpAddress,__label__1
rt usrId buildings severely damaged and some uninhabitable after california earthquake httpAddress httpAddress,__label__1
quake hits california state of emergency issued as officials weigh damage video 6.0 earthquake strikes near napa valley video httpAddress,__label__1
boy hurt in california quake i should bedead httpAddress,__label__1
quake rocks california wine country dozens injured httpAddress sale httpAddress #news,__label__1
skaters rip on terrain transformed by northern california earthquake httpAddress,__label__1
the san francisco earthquake in wine country injured dozens of people .. httpAddress #bayarea #sanfranciscobay #tylerparadise,__label__1
#quake rocks #california wine country dozens injured httpAddress,__label__1
rt usrId meadowbrook lane in napa skaters find upside to quake httpAddress video httpAddress pic by jeremy carroll httpAddress,__label__1
DD injured D critical after napa california quake usa today usa todayDD injured D critical after httpAddress httpAddress,__label__1
rt usrId photos show damage following napa earthquake httpAddress via usrId #napaquake,__label__1
rt usrId california highway patrol checking crossings and bridges for obvious signs of structural integrity after quake usrId,__label__1
more than DD injured as quake strikes heart of california wine country montrealgazette httpAddress,__label__1
rt usrId #napaquake update DD injuries D critical D6 more bldgs red tagged over D00 yellow tagged httpAddress httpAddress,__label__1
officials estimate 6.0 earthquake that hit california s wine country caused 1 billion in httpAddress DD homes and buildings unsafe to httpAddress,__label__1
rt usrId california wine country quake losses seen in the billions a strong earthquake that jolted residents of httpAddress http,__label__1
rt usrId mt usrId skater finds upside to #earthquake damage in httpAddress photo by jeremy httpAddress httpAddress,__label__1
rt usrId #napaquake 100 million loss many in hospital homes burned amp ; damaged but neocon usrId flips them off httpAddress,__label__1
rt usrId #napaquake httpAddress broken #chimneys and other problems #ktvu 10 29p httpAddress,__label__1
rt usrId at least DD people have been injured in the 6.1 #napaquake per walt mickens president amp ; ceo of queen of the valley,__label__1
california earthquake aftermath buildings destroyed over DD injured 6.0 magnitude earthquake caused six httpAddress httpAddress,__label__1
thousands without power following httpAddress earthquake in california thousands are without power on httpAddress httpAddress,__label__1
rt usrId httpAddress DD bay area earthquake damages napa county airport clean up is still underway in the wake of,__label__1
rt usrId httpAddress DD dozens injured D critically after strong earthquake in california cnn a httpAddress,__label__1
the horror ! damage done to wine barrels at a napa valley winery during this weekend s httpAddress httpAddress,__label__1
#napaquake billions ? seems httpAddress napa supes ask httpAddress help httpAddress in building infras and econ httpAddress DD bizes in wine and ag httpAddress,__label__1
boy hurt in california quake i should be dead washington post httpAddress,__label__1
rt usrId from usrId how the napa earthquake affected bay area httpAddress interesting use of data httpAddress httpAddress,__label__1
life california wine country earthquake injures dozens httpAddress httpAddress #sliceoflife #usnews #california #earthquake #napa,__label__1
california earthquake bay area picks up pieces after strongest quake in DD years cnn cnncalifornia httpAddress httpAddress,__label__1
magnitude 6.0 earthquake in california destroys b httpAddress,__label__1
hospital more than DD treated since napa earthquake httpAddress,__label__1
rt usrId only in california does earthquake damage httpAddress photo by jeremy carroll httpAddress,__label__1
rt usrId patients continue to arrive at queen of the valley httpAddress triage tents set up to treat httpAddress #earthquake #napa h,__label__1
rt usrId damages in city of #vallejo are estimated at 5 million httpAddress #napaquake,__label__1
usa news hot news DD earthquake dozens injured D critically after strong earthquake in httpAddress httpAddress,__label__1
rt usrId n . california #earthquake sparks major fires snapping gas lines striking mobile home httpAddress usrId is httpAddress,__label__1
rt usrId 6.1 magnitude earthquake wakes up san francisco denizens ! DD injured 100s without power 100 million in damages http,__label__1
D bay area earthquake damages napa county airport clean up is still underway in the wake of the 6.0 magnitude httpAddress,__label__1
damage to a downtown building is seen after an earthquake 6.0 magnitude in #napa #california aug24 httpAddress,__label__1
rt usrId usa news httpAddress hot news DD earthquake napa earthquake power restored to thousands cleanup continues,__label__1
rt usrId norcal rattled by largest quake to hit bay area since 89 ; overnight quake causes significant damage in napa county httpAddress,__label__1
california earthquake wine country gets a jolt as losses run into billions napa california a strong httpAddress httpAddress,__label__1
rt usrId video napa earthquake damage wine tanks leaking httpAddress anyone ready for a drink ? #earthquake via usrId,__label__1
hospital more than DD treated since napa earthquake httpAddress,__label__1
some roads in downtown napa closed due to earthquake httpAddress usrId with more usrId,__label__1
miira california wine country rocked by 6.0 quake dozens hurt reuters reuterscalifornia wine country rocked by 6.0 quake httpAddress,__label__1
napa valley wineries sustain damage from 6.0 earthquake la times httpAddress httpAddress via usrId,__label__1
tz usrId usrId httpAddress california earthquake hits wine region hard destroying thousands of httpAddress httpAddress #apnews,__label__1
rt usrId damage at #napapostoffice from #napaquake httpAddress,__label__1
rt usrId #vallejo D commercial buildings damaged in #napaquake red tagged DD httpAddress httpAddress,__label__1
rt usrId meadowbrook lane in napa skaters finding upside to quake httpAddress photo from #nbcbayarea photog jeremy carroll httpAddress,__label__1
rt usrId #california earthquake aftermath buildings destroyed over DD injured video httpAddress,__label__1
california quake to cost insurers up to 1 billion eqecat says httpAddress via usrId,__label__1
rt usrId meadowbrook lane in napa skaters finding upside to quake httpAddress photo from #nbcbayarea photog jeremy carroll httpAddress,__label__1
rt usrId free to use with credit significant earthquake damage to the httpAddress post office building in napa california httpAddress,__label__1
breaking news california wine country rocked by 6.0 quake dozens hurt httpAddress,__label__1
watch downtown napa newer buildings fared better than old in quake abc news neal karlinsky tours earthquake damage in the httpAddress,__label__1
rt usrId at least DD people injured in the 6.1 napa quake according to walt mickens president amp ; ceo of queen of the valley medica,__label__1
napa mops up wine and tallies its losses after quake the napa valley quake wreaked havoc with california httpAddress httpAddress,__label__1
napa earthquake update DD buildings red tagged DD yellow tagged in napa DD water leaks usrId,__label__1
strong california quake causes injuries damage ryan farr owner of the mission s specialty butcher shop httpAddress httpAddress,__label__1
rt usrId ontario can ottawa httpAddress breaking news DD earthquake today bay area earthquake damages napa county airpor,__label__1
usrId this reflects these times that the damage from a disaster #napaquake becomes a playground,__label__1
rt usrId more businesses amp ; buildings damaged by the #napaquake httpAddress,__label__1
quake hits california state of emergency issued as officials weigh damage photos magnitude 6.0 earthquake httpAddress httpAddress,__label__1
south napa quake causes substantial damage injuries httpAddress,__label__1
dozens injured in san francisco earthquake a httpAddress earthquake has rocked the northern san francisco httpAddress httpAddress,__label__1
#insurance napa earthquake power restored to thousands ; cleanup continues los angeles times link removed,__label__1
san francisco bay area assessing damage after large quake cbs news httpAddress,__label__1
rt usrId untv news california wine country quake losses seen in the billions httpAddress,__label__1
rt usrId napa earthquake may cost vineyards and restaurants over 1b httpAddress httpAddress,__label__1
rt usrId the san francisco bay area starts accessing damage that could reach 1b after a 6.0 magnitude earthquake httpAddress,__label__1
napa earthquake a big blow to california wine industry the oregonian httpAddress httpAddress,__label__1
earthquake hit heart of sonoma county napa valley wineries in northern california dozens injured highlight httpAddress,__label__1
rt usrId napa authorities use rc copter to inspect damaged building #napaquake httpAddress,__label__1
cnn 6.1 quake in bay area msnbc over DD injured in quake fox l u c i f e r h a s a w o k e n bbc m8,__label__1
winners in napa earthquake bricklayers #sf #news httpAddress,__label__1
us california wine country earthquake injures httpAddress httpAddress #slice of life #us news #california #earthquake #napa,__label__1
missing hiker 6.0 earthquake jolts san francisco bay area early sunday damage reported in .. bucks local .. httpAddress,__label__1
northern california hit by strongest earthquake in DD years more than DD injuries reported httpAddress,__label__1
rt usrId usa httpAddress DD earthquake even buildings with seismic retrofits damaged in napa earthquake janinebucks c,__label__1
rt usrId update httpAddress quake in northern california causes injuries fires road httpAddress httpAddress httpAddress,__label__1
rt usrId usa news httpAddress hot news DD earthquake three critically injured almost DD treated at napa hospital f,__label__1
#losdelsonido this is what northern california looks like after quake cracked streets homes on fire and crumbled httpAddress #oye victor,__label__1
hospital more than DD treated since napa earthquake httpAddress,__label__1
httpAddress earthquake hits northern california at least DD people were injured six httpAddress httpAddress #losangeles,__label__1
rt usrId no reports of additional damage to buildings in napa after D #aftershocks this am httpAddress a 3.9 #napaearthquake #ktvu httpAddress,__label__1
update hospital officials say a 13 year old boy was critically injured by a falling chimney in the #napaquake,__label__1
